sample,freq_GHz,Zapp_d_Re,Zapp_d_Im,Zapp_t_Re,Zapp_t_Im,Zth_pred_Re,Zth_pred_Im,Zth_true_Re,Zth_true_Im
604,1.7423502304147467,2103.2148,708.0703,2101.5288,703.5422,3324.9314295223603,1542.4428345587376,2748.6983130917356,1403.8685917267373
604,1.842488479262673,2078.1575,739.8284,2076.7295,735.1764,3310.080752789071,1504.674923446994,2737.537755400932,1357.7741653707262
604,1.942626728110599,2052.3428,770.3312,2051.173,765.5706,3296.191318117015,1472.942778169173,2727.3916683801144,1317.8595576266641
604,2.0427649769585257,2025.8444,799.56165,2024.9364,794.71124,3283.023305876756,1446.3464217744454,2718.0357922549024,1283.2172191759696
604,2.1429032258064518,1998.7455,827.51776,1998.0956,822.5907,3270.392300587587,1424.1497699391277,2709.297066828749,1253.1059857472424
604,2.243041474654378,1971.1174,854.19354,1970.7268,849.20776,3258.15494949614,1405.7448911641036,2701.040340396716,1226.9146322312517
604,2.3431797235023044,1943.0319,879.58923,1942.8986,874.56055,3246.1987771170257,1390.6252089830207,2693.15893718454,1204.134582466268
604,2.4433179723502305,1914.5634,903.716,1914.6841,898.6595,3234.4348347010614,1378.365148762969,2685.567855004902,1184.339206000885
604,2.5434562211981566,1885.7799,926.58527,1886.1475,921.511,3222.792317510281,1368.6044958152975,2678.198787537145,1167.167923017415
604,2.643594470046083,1856.7455,948.2099,1857.3572,943.13367,3211.2145699176735,1361.0362431068645,2670.996432782888,1152.3138659840845
604,2.7437327188940093,1827.5222,968.6085,1828.3746,963.5455,3199.6560836743997,1355.3970550687538,2663.9157215276946,1139.5142047472386
604,2.8438709677419354,1798.1702,987.803,1799.2552,982.7632,3188.080216520317,1351.459714668043,2656.9197128125015,1128.5424888178202
604,2.944009216589862,1768.7473,1005.8218,1770.058,1000.8146,3176.457439773173,1349.0270896282664,2649.97797903978,1119.2025334945915
604,3.044147465437788,1739.3027,1022.6855,1740.833,1017.7237,3164.7639788533656,1347.9272735346453,2643.065354667052,1111.3234990907565
604,3.1442857142857146,1709.8872,1038.4252,1711.6284,1033.5164,3152.980748817846,1348.0096437471454,2636.160957787606,1104.7559005936905
604,3.2444239631336407,1680.5493,1053.0756,1682.494,1048.2289,3141.092513593441,1349.14164073668,2629.247418570106,1099.3683490678943
604,3.344562211981567,1651.3271,1066.6605,1653.4673,1061.8843,3129.0872164192765,1351.20611955239,2622.3102659661467,1095.0448731008173
604,3.4447004608294933,1622.2643,1079.2214,1624.592,1074.5233,3116.9554424698385,1354.099158357249,2615.3374365637933,1091.682703453238
604,3.5448387096774194,1593.3954,1090.7886,1595.9015,1086.1731,3104.6899843650212,1357.7282346286484,2608.318878479051,1089.1904301870604
604,3.644976958525346,1564.7544,1101.3983,1567.4316,1096.8739,3092.285488385095,1362.0106990263034,2601.246229760446,1087.4864612753954
604,3.745115207373272,1536.3698,1111.0818,1539.2092,1106.652,3079.738164453758,1366.8724917285672,2594.1125556362304,1086.4977267366808
604,3.845253456221198,1508.2709,1119.8789,1511.2632,1115.5461,3067.045546855925,1372.2470574125011,2586.9121325456176,1086.1585838844812
604,3.9453917050691247,1480.4813,1127.8221,1483.6202,1123.5955,3054.2062955867004,1378.0744238603136,2579.640269605924,1086.4098882225471
604,4.045529953917051,1453.0236,1134.9495,1456.2997,1130.828,3041.2200304445073,1384.3004160422693,2572.2931602178146,1087.198201480351
604,4.145668202764977,1425.9169,1141.2937,1429.3229,1137.2827,3028.0871916709966,1390.875982916826,2564.8677580736953,1088.4751137492726
604,4.2458064516129035,1399.1782,1146.8892,1402.7057,1142.9893,3014.8089222376043,1397.756618446822,2557.361673034096,1090.1966609943977
604,4.34594470046083,1372.8234,1151.7717,1376.4645,1147.9851,3001.386967881328,1404.9018617141942,2549.7730832643265,1092.3228226441804
604,4.446082949308756,1346.8646,1155.9751,1350.6123,1152.3036,2987.8235917723846,1412.2748637198172,2542.1006607451814,1094.8170866981109
604,4.546221198156682,1321.3118,1159.5254,1325.1587,1155.9703,2974.1215013069086,1419.84201062781,2534.343507836282,1097.6460719916872
604,4.646359447004609,1296.1757,1162.4647,1300.115,1159.025,2960.2837849985385,1427.5725949685238,2526.501103015335,1100.7791990335475
604,4.7464976958525344,1271.4631,1164.818,1275.4874,1161.4943,2946.3138578231556,1435.4385277387319,2518.573254268691,1104.1884022703305
604,4.846635944700461,1247.1788,1166.6116,1251.2825,1163.406,2932.2154136738104,1443.4140854990128,2510.5600588888806,1107.84787780935
604,4.9467741935483875,1223.3287,1167.8821,1227.5049,1164.793,2917.9923838249692,1451.4756875197238,2502.461868658996,1111.7338615910223
604,5.046912442396313,1199.915,1168.6539,1204.158,1165.681,2903.648900499733,1459.6016988096108,2494.2792595841147,1115.8244337940964
604,5.14705069124424,1176.9401,1168.9564,1181.2437,1166.099,2889.189264790715,1467.7722555076216,2486.013005475505,1120.0993459101064
604,5.247188940092166,1154.404,1168.8136,1158.763,1166.0692,2874.6179183125455,1475.9691096546394,2477.66405481151,1124.5398674652256
604,5.347327188940092,1132.3073,1168.2512,1136.7158,1165.619,2859.9394180675645,1484.175490808129,2469.233510395213,1129.128649818639
604,5.4474654377880185,1110.6477,1167.293,1115.1016,1164.7739,2845.1584140909604,1492.3759823355672,2460.7226114077366,1133.8496048432344
604,5.547603686635945,1089.4242,1165.9644,1093.9182,1163.555,2830.279629511053,1500.5564105350784,2452.132717520656,1138.687796610242
604,5.647741935483871,1068.6333,1164.2856,1073.163,1161.9849,2815.3078427175924,1508.7037449946365,2443.4652947843138,1143.6293444650632
604,5.747880184331797,1048.2719,1162.2814,1052.8331,1160.0863,2800.2478713782,1516.806008823014,2434.7219030529013,1148.661336105728
604,5.848018433179724,1028.336,1159.9673,1032.9244,1157.8777,2785.1045580822124,1524.8521975734675,2425.9041847437884,1153.7717494651863
604,5.94815668202765,1008.821,1157.3646,1013.43286,1155.3773,2769.88275742374,1532.8322058405213,2417.0138547590427,1158.9493823597813
604,6.048294930875576,989.72186,1154.4933,994.3536,1152.6068,2754.587324362942,1540.7367606459431,2408.0526914225766,1164.1837890034767
604,6.148433179723503,971.0331,1151.3698,975.6811,1149.5818,2739.223103727173,1548.5573608458042,2399.022528307692,1169.4652226045996
604,6.248571428571429,952.749,1148.0121,957.41016,1146.321,2723.7949207327583,1556.2862218896958,2389.9252468477416,1174.7845833622002
604,6.348709677419355,934.86365,1144.435,939.53455,1142.839,2708.3075724241867,1563.9162253482098,2380.7627696377467,1180.1333712652768
604,6.448847926267281,917.3705,1140.6539,922.0486,1139.151,2692.765819940991,1571.440872697953,2371.537054347619,1185.5036431722706
604,6.548986175115208,900.2631,1136.6846,904.94556,1135.2714,2677.174381534098,1578.8542429164577,2362.250088178432,1190.8879737122002
604,6.6491244239631335,883.5344,1132.5393,888.21906,1131.214,2661.537926263057,1586.1509534938123,2352.9038828024363,1196.27941960413
604,6.74926267281106,867.17816,1128.2313,871.8623,1126.992,2645.8610683138745,1593.326124515045,2343.500469735313,1201.6714870396415
604,6.849400921658987,851.1868,1123.774,855.8681,1122.62,2630.1483618841826,1600.3753455082165,2334.041896095892,1207.058101814614
604,6.949539170506912,835.55334,1119.1782,840.2303,1118.105,2614.4042965884887,1607.2946447887887,2324.5302207142486,1212.4335819329071
604,7.049677419354839,820.27136,1114.4551,824.94165,1113.4607,2598.6332933414465,1614.080461061815,2314.967510554045,1217.7926124361802
604,7.149815668202765,805.33295,1109.6162,809.99457,1108.6997,2582.839700681468,1620.729617070564,2305.355837419155,1223.1302222417216
604,7.249953917050692,790.73114,1104.6702,795.38257,1103.8298,2567.027791500865,1627.2392951038555,2295.697274918288,1228.4417627944079
604,7.350092165898618,776.45856,1099.6274,781.0986,1098.8593,2551.2017601520242,1633.6070141950684,2285.993895664436,1233.7228883601524
604,7.450230414746544,762.5085,1094.4961,767.1351,1093.8002,2535.365719901934,1639.8306088639752,2276.247768688677,1238.9695378068882
604,7.550368663594471,748.8739,1089.2845,753.4861,1088.658,2519.5237007099345,1645.908209268508,2266.460957050222,1244.1779177355838
604,7.650506912442396,735.54724,1084.0013,740.1439,1083.4414,2503.67964730574,1651.838222647604,2256.635515626634,1249.3444868383117
604,7.750645161290323,722.52185,1078.6531,727.10156,1078.1588,2487.8374175466483,1657.6193159486725,2246.773489069887,1254.4659413731918
604,7.850783410138249,709.79095,1073.247,714.35297,1072.8157,2472.0007810345937,1663.250399544128,2236.8769099155124,1259.5392016574021
604,7.950921658986175,697.3472,1067.7903,701.8906,1067.4205,2456.1734179751543,1668.7306119511024,2226.947796833387,1264.5613994894925
604,8.051059907834102,685.1843,1062.2885,689.7078,1061.9792,2440.358918261939,1674.059305477003,2216.9881530099155,1269.5298664211714
604,8.151198156682026,673.2954,1056.7484,677.79877,1056.4962,2424.5607807709744,1679.2360327211268,2206.999964652366,1274.442122806668
