step,r2,mape_pct
Step 1 ▸ Rdv  (kΩ),0.9896379180097961,3.9330864106431522
Step 1 ▸ Cdv  (fF),0.9973774632093482,2.3102255618199687
Step 1 ▸ Rbv  (kΩ),0.9845631502979995,3.6024600015459067
Step 1 ▸ Cbv  (fF),0.9988735981226652,0.8377766931199173
Step 1 ▸ Rav  (Ω),0.8351929765709988,13.121892978497273
Step 2 ▸ f_d  (GHz),0.9446710498173698,4.627606446053809
Step 2 ▸ f_b  (GHz),0.9949456909342969,3.710049535379287
Step 3 ▸ τd / τb,0.9845693739864155,6.017045324391132
Step 3 ▸ Rd / Ra,0.8646443846956825,13.429352830331235
