qty,r2,mape_pct
"f_d (GHz)
= 1/(2πRdCd)",0.9446710498173698,4.62760644605381
"f_b (GHz)
= 1/(2πRbCb)",0.9949456909342969,3.710049535379287
"log₁₀(τd)
= log(Rd·Cd)",0.9930650396265814,0.4767589844118129
"log₁₀(τb)
= log(Rb·Cb)",0.9960385202835744,0.26595536072381615
log₁₀(Rd/Ra),0.9168495345382219,2.5106933747365963
τd / τb,0.9845693739864155,6.017045324391132
