f_empirical_GHz,fd_pred_GHz,fd_true_GHz,fb_pred_GHz,fb_true_GHz,f_dom_pred_GHz,f_dom_true_GHz
43.39986175115207,3.47364094628893,3.470031791724903,0.12225716182080335,0.11932395103988483,0.12225716182080335,0.11932395103988483
43.19958525345622,20.72647173467648,15.646299768184903,1.4645778858799454,1.6390194552215855,1.4645778858799454,1.6390194552215855
25.875668202764977,32.747092492310465,35.59933011424346,0.06830858284257317,0.06457445300321135,0.06830858284257317,0.06457445300321135
43.39986175115207,14.262558467152454,13.934972901311015,0.13907430094384263,0.14597853274721065,0.13907430094384263,0.14597853274721065
43.39986175115207,1.6818133669762176,1.7586964931971427,0.09851370504385967,0.10180052807813832,0.09851370504385967,0.10180052807813832
43.39986175115207,6.486920537980614,6.170536255185596,0.11100369490868252,0.11238399746113639,0.11100369490868252,0.11238399746113639
43.39986175115207,1.5590627770868557,1.4572643694472283,0.24603326504569023,0.24153853223365918,0.24603326504569023,0.24153853223365918
43.19958525345622,15.629395915031866,15.873500280262736,0.08165849433740338,0.08210287668011645,0.08165849433740338,0.08210287668011645
43.39986175115207,2.9369023322479917,3.090759420815513,0.4163441559509042,0.4085490436175681,0.4163441559509042,0.4085490436175681
43.39986175115207,1.8396744881112548,1.8400874781743621,0.13587412044852942,0.13251334392527123,0.13587412044852942,0.13251334392527123
42.89917050691244,18.66731767700565,17.790772651332418,0.07426464911523699,0.07645357783931517,0.07426464911523699,0.07645357783931517
43.39986175115207,2.201005025578215,2.1006654622505487,0.30859046434660103,0.30177658630478593,0.30859046434660103,0.30177658630478593
43.39986175115207,3.855358967276159,3.912514466925692,0.09651796795486046,0.09701519653044274,0.09651796795486046,0.09701519653044274
43.29972350230415,11.236928084926701,12.990243562749535,0.08337420580725444,0.0896528288570971,0.08337420580725444,0.0896528288570971
43.39986175115207,3.6259586757463875,3.5454932570864464,0.13548924945352803,0.13601838340753616,0.13548924945352803,0.13601838340753616
43.39986175115207,8.598382432727178,8.124916677988493,0.09412428972937693,0.09390777398907718,0.09412428972937693,0.09390777398907718
30.58216589861751,23.391327044974854,17.61630503925336,0.3698426586808769,0.34366132741838534,0.3698426586808769,0.34366132741838534
43.39986175115207,3.479950005499354,3.4473077563361887,0.06135569874756926,0.05530950292767014,0.06135569874756926,0.05530950292767014
43.39986175115207,11.027070469938499,8.538634791181575,0.22367391121454594,0.21906527737457512,0.22367391121454594,0.21906527737457512
43.29972350230415,2.2602639814557333,2.303076460986325,0.35626629450793806,0.3607997532663793,0.35626629450793806,0.3607997532663793
43.19958525345622,12.0179682291895,13.115486944478569,0.12584773568676186,0.12414590156415188,0.12584773568676186,0.12414590156415188
43.19958525345622,2.597612973764866,2.440745800671939,0.16352509857055647,0.15597445632111503,0.16352509857055647,0.15597445632111503
43.39986175115207,9.261967980978062,9.219879786601403,0.33727239839234574,0.3215101105610254,0.33727239839234574,0.3215101105610254
43.19958525345622,5.261267010518439,5.161023510798007,0.053326638049135656,0.04782543031088417,0.053326638049135656,0.04782543031088417
43.39986175115207,1.608908276193358,1.5904453088774784,1.509751962439757,1.6541808328628569,1.509751962439757,1.5904453088774784
43.39986175115207,3.1847879761128834,3.230626297269394,0.11820050049778102,0.12083139273278497,0.11820050049778102,0.12083139273278497
43.39986175115207,12.743975554420238,13.661400702556827,0.08276794518061388,0.07782749756132316,0.08276794518061388,0.07782749756132316
