source_param,sweep_val,re_encoded_Rbv,re_encoded_Cbv,re_encoded_Rdv,re_encoded_Ldv,re_encoded_Cdv,re_encoded_Rav
Ldv,-0.5316456,0.32304853,0.23012912,0.28048316,0.026296256,-0.054469153,0.20013636
Ldv,-0.48101267,0.32168987,0.23003331,0.28140232,0.026918788,-0.054946166,0.19880763
Ldv,-0.43037975,0.32038727,0.22993705,0.28228182,0.02756941,-0.05541703,0.1974635
Ldv,-0.37974682,0.31913814,0.229841,0.28312984,0.028261319,-0.055880047,0.19610697
Ldv,-0.32911393,0.31794637,0.22974484,0.2839475,0.028981535,-0.056337018,0.1947421
Ldv,-0.278481,0.31681204,0.22964913,0.28474137,0.029735524,-0.056787234,0.19336984
Ldv,-0.2278481,0.31573316,0.2295544,0.2855127,0.030521065,-0.05723184,0.19198847
Ldv,-0.17721519,0.31471354,0.22946064,0.286264,0.031335633,-0.057671178,0.19058779
Ldv,-0.12658228,0.31375173,0.22936814,0.28700525,0.032182623,-0.05810442,0.18919326
Ldv,-0.07594936,0.3128479,0.22927766,0.28773615,0.033065297,-0.058531888,0.18779188
Ldv,-0.025316456,0.3120041,0.22918905,0.2884601,0.033971913,-0.058954716,0.18638898
Ldv,0.025316456,0.31122166,0.22910261,0.28917736,0.034904793,-0.059373397,0.18496615
Ldv,0.07594936,0.31049734,0.22901879,0.28989905,0.035871193,-0.059787136,0.18355568
Ldv,0.12658228,0.30983505,0.22893758,0.290621,0.036862954,-0.060196422,0.18213557
Ldv,0.17721519,0.30923197,0.22885948,0.29135293,0.037883162,-0.060601164,0.1807294
Ldv,0.2278481,0.3086914,0.22878459,0.2920917,0.038927186,-0.061002508,0.17931598
Ldv,0.278481,0.30821136,0.22871311,0.29284313,0.0400001,-0.061399397,0.1779099
Ldv,0.32911393,0.30779368,0.22864524,0.2936086,0.0410924,-0.061793163,0.17650577
Ldv,0.37974682,0.3074395,0.22858118,0.29438946,0.04220516,-0.06218407,0.17510587
Ldv,0.43037975,0.3071476,0.2285209,0.29518986,0.04334258,-0.06257124,0.17371148
Ldv,0.48101267,0.3069172,0.22846496,0.29601324,0.044502642,-0.06295472,0.1723379
Ldv,0.5316456,0.30674994,0.2284132,0.29685706,0.0456797,-0.0633356,0.17096509
Ldv,0.5822785,0.30664614,0.22836573,0.2977265,0.046877112,-0.063713044,0.16961144
Ldv,0.6329114,0.30660644,0.22832277,0.2986179,0.048083954,-0.064088345,0.16826068
Ldv,0.6835443,0.30662844,0.22828402,0.2995416,0.04931742,-0.064460024,0.16693637
Ldv,0.73417723,0.30671605,0.2282501,0.30048746,0.05055617,-0.06482972,0.16561809
Ldv,0.7848101,0.3068668,0.22822057,0.30146432,0.051811133,-0.065196745,0.16431794
Ldv,0.835443,0.30708042,0.22819562,0.30247012,0.053078577,-0.06556025,0.16303796
Ldv,0.886076,0.30735898,0.2281749,0.3035075,0.054360338,-0.06592135,0.16177653
Ldv,0.93670887,0.30769873,0.22815856,0.3045771,0.055656787,-0.06627855,0.16054185
Ldv,0.98734176,0.30810586,0.2281469,0.3056706,0.0569488,-0.06663443,0.15931451
Ldv,1.0379747,0.30857366,0.2281393,0.30680093,0.058262613,-0.06698604,0.15812242
Ldv,1.0886075,0.3091064,0.22813608,0.30795842,0.05957845,-0.06733533,0.15694457
Ldv,1.1392405,0.3097039,0.22813678,0.30914414,0.06089786,-0.06768151,0.15578683
Ldv,1.1898735,0.3103637,0.22814108,0.31036326,0.062229965,-0.068023354,0.1546599
Ldv,1.2405063,0.3110887,0.22814927,0.3116056,0.06355757,-0.06836259,0.15355228
Ldv,1.2911392,0.31187454,0.22816071,0.31288147,0.064900964,-0.068696946,0.15247434
Ldv,1.3417722,0.3127271,0.22817555,0.3141771,0.0662354,-0.06902881,0.15141115
Ldv,1.392405,0.31363946,0.22819296,0.31550816,0.06758982,-0.06935496,0.15038443
Ldv,1.443038,0.31461525,0.22821327,0.31685877,0.06893921,-0.06967703,0.14938053
Ldv,1.493671,0.31565395,0.22823577,0.3182347,0.07029357,-0.069994226,0.1483984
Ldv,1.5443038,0.31675386,0.22826046,0.3196322,0.071652696,-0.07030609,0.14745156
Ldv,1.5949367,0.3179189,0.22828665,0.32104793,0.07301043,-0.07061358,0.14651239
Ldv,1.6455696,0.3191452,0.22831461,0.32248214,0.07436988,-0.07091508,0.14560145
Ldv,1.6962025,0.3204324,0.22834314,0.32393372,0.07573493,-0.07121031,0.14471895
Ldv,1.7468355,0.3217811,0.22837268,0.3254015,0.07710293,-0.07149895,0.14386244
Ldv,1.7974683,0.32319182,0.22840203,0.32688037,0.07847178,-0.07178113,0.14301944
Ldv,1.8481013,0.32466272,0.22843173,0.32837176,0.07984342,-0.07205574,0.1422124
Ldv,1.8987342,0.32619527,0.22846049,0.3298702,0.081218034,-0.07232359,0.1414137
Ldv,1.949367,0.3277862,0.22848827,0.33137807,0.08260339,-0.072582714,0.14064309
Ldv,2.0,0.32943952,0.22851469,0.3328847,0.08398185,-0.07283401,0.13988586
Cdv,-2.0,0.2557073,0.23343118,0.27876553,-0.49966285,-1.4721123,0.165138
Cdv,-1.949367,0.25807276,0.22823563,0.2829402,-0.52556443,-1.4645582,0.046670705
Cdv,-1.8987342,0.262942,0.22270332,0.28399345,-0.5414397,-1.4604515,-0.08501896
Cdv,-1.8481013,0.26884726,0.216955,0.2834749,-0.54386514,-1.454722,-0.1962071
Cdv,-1.7974683,0.2747687,0.21163099,0.28409323,-0.529553,-1.442426,-0.24825577
Cdv,-1.7468355,0.28022736,0.20731269,0.2879937,-0.49717495,-1.4199958,-0.21507409
Cdv,-1.6962025,0.2850113,0.20416561,0.2952084,-0.44851622,-1.3868129,-0.1016414
Cdv,-1.6455696,0.28917354,0.20230499,0.30336142,-0.3886509,-1.3483276,0.048636988
Cdv,-1.5949367,0.29313514,0.20209955,0.30920258,-0.3244037,-1.3146595,0.17541833
Cdv,-1.5443038,0.29726598,0.20359148,0.31160018,-0.26225966,-1.2903322,0.24975239
Cdv,-1.493671,0.30152822,0.20619434,0.31218657,-0.20687374,-1.2704884,0.2871341
Cdv,-1.443038,0.30563235,0.20929879,0.31282666,-0.1608703,-1.2492015,0.31259757
Cdv,-1.392405,0.30931723,0.21261221,0.31419995,-0.12502372,-1.22446,0.33785152
Cdv,-1.3417722,0.3124616,0.21601099,0.31622797,-0.0988376,-1.1968241,0.36434305
Cdv,-1.2911392,0.3150976,0.21938786,0.31863824,-0.081023216,-1.1673812,0.38990766
Cdv,-1.2405063,0.31737173,0.22261673,0.32118964,-0.069907255,-1.1369126,0.41195446
Cdv,-1.1898735,0.3194585,0.22557677,0.3237335,-0.063773006,-1.1057886,0.42869467
Cdv,-1.1392405,0.32151914,0.22817788,0.3261606,-0.061074235,-1.0740774,0.43924633
Cdv,-1.0886075,0.32365316,0.2303741,0.32839534,-0.06050564,-1.0416772,0.44351622
Cdv,-1.0379747,0.32588166,0.23216057,0.33037373,-0.061045527,-1.008402,0.4420856
Cdv,-0.98734176,0.3281586,0.23356041,0.33205596,-0.06189923,-0.97404176,0.43595305
Cdv,-0.93670887,0.3303866,0.23461144,0.33337733,-0.062446557,-0.9384031,0.4259982
Cdv,-0.886076,0.33243546,0.23535106,0.3343149,-0.0622283,-0.9013206,0.41330388
Cdv,-0.835443,0.334166,0.2358107,0.33484095,-0.060890526,-0.862681,0.39864138
Cdv,-0.7848101,0.3354462,0.23601082,0.33494666,-0.05819018,-0.82242996,0.3826483
Cdv,-0.73417723,0.33617866,0.23596765,0.33462492,-0.0540178,-0.78057873,0.36580423
Cdv,-0.6835443,0.33629864,0.23569685,0.3338794,-0.04838223,-0.73719805,0.3484879
Cdv,-0.6329114,0.33579087,0.2352196,0.33270773,-0.041447297,-0.69240916,0.33104593
Cdv,-0.5822785,0.33467227,0.23456667,0.3311223,-0.03347827,-0.6463644,0.3138259
Cdv,-0.5316456,0.3330045,0.23378044,0.32912305,-0.024852159,-0.5992298,0.2971399
Cdv,-0.48101267,0.33087525,0.23290999,0.32672518,-0.015968604,-0.551167,0.28129327
Cdv,-0.43037975,0.32840472,0.23201208,0.323929,-0.0072482615,-0.50231946,0.26650268
Cdv,-0.37974682,0.3257156,0.23114122,0.32076457,0.0009837733,-0.4528,0.25296372
Cdv,-0.32911393,0.32294905,0.23034802,0.31725174,0.008457186,-0.4026941,0.24073693
Cdv,-0.278481,0.3202381,0.22967419,0.31343612,0.015026054,-0.35205612,0.2298229
Cdv,-0.2278481,0.3177159,0.22915171,0.3093586,0.020613652,-0.3009214,0.22009212
Cdv,-0.17721519,0.31549105,0.22880168,0.30508304,0.025235178,-0.24931079,0.2113706
Cdv,-0.12658228,0.31365284,0.2286359,0.30069187,0.028960107,-0.19724193,0.20344627
Cdv,-0.07594936,0.31226856,0.22865881,0.2962657,0.031868145,-0.14473918,0.19605906
Cdv,-0.025316456,0.31137544,0.22886899,0.29189956,0.0340591,-0.09183878,0.18895943
Cdv,0.025316456,0.31098595,0.22926049,0.28769538,0.035631064,-0.03859126,0.18195343
Cdv,0.07594936,0.31109,0.22982475,0.283745,0.036662344,0.014931515,0.17486125
Cdv,0.12658228,0.31165653,0.23054788,0.28014055,0.037219357,0.068642415,0.16758807
Cdv,0.17721519,0.31264663,0.23141377,0.27694395,0.037324913,0.12243431,0.16005796
Cdv,0.2278481,0.31400442,0.23240276,0.27421612,0.037007354,0.17619249,0.15228875
Cdv,0.278481,0.3156742,0.23348932,0.27198735,0.036262065,0.22979173,0.14432886
Cdv,0.32911393,0.31759608,0.2346463,0.2702752,0.03508199,0.28310546,0.13627589
Cdv,0.37974682,0.31971592,0.2358435,0.26906827,0.033432405,0.33600268,0.12822618
Cdv,0.43037975,0.3219802,0.23705085,0.2683528,0.03131333,0.38836274,0.12030715
Cdv,0.48101267,0.3243467,0.23823918,0.26809105,0.02869926,0.4400648,0.11263524
Cdv,0.5316456,0.32677555,0.23938331,0.26825058,0.02561309,0.49100107,0.10532203
Cdv,0.5822785,0.32924187,0.2404615,0.2687759,0.022056287,0.54106754,0.098451585
Cdv,0.6329114,0.3317234,0.24145852,0.26961786,0.01806406,0.5901721,0.09208782
Cdv,0.6835443,0.33420604,0.24236427,0.2707341,0.013706217,0.63823557,0.08629586
Cdv,0.73417723,0.33668393,0.24317467,0.27207518,0.009040894,0.6851867,0.08110808
Cdv,0.7848101,0.3391593,0.24388969,0.2735899,0.004125882,0.73096377,0.07652925
Cdv,0.835443,0.34163454,0.2445141,0.27524328,-0.00093741756,0.7755203,0.072567105
Cdv,0.886076,0.3441209,0.24505493,0.27699566,-0.0060823974,0.81881857,0.06921224
Cdv,0.93670887,0.34662825,0.24552199,0.27880996,-0.011235529,0.8608304,0.06644268
Cdv,0.98734176,0.3491702,0.24592568,0.28066057,-0.016316993,0.90154177,0.06423414
Cdv,1.0379747,0.3517577,0.24627721,0.28252923,-0.02124491,0.94094664,0.06256542
Cdv,1.0886075,0.35440752,0.24658674,0.28438193,-0.025996104,0.9790439,0.06138941
Cdv,1.1392405,0.3571311,0.24686563,0.28621137,-0.030497406,1.0158494,0.060683783
Cdv,1.1898735,0.3599396,0.2471225,0.28800073,-0.034715015,1.0513769,0.060409468
Cdv,1.2405063,0.3628409,0.247367,0.28974152,-0.038608987,1.0856537,0.060533404
Cdv,1.2911392,0.36584267,0.2476064,0.29142985,-0.04215199,1.118711,0.061029218
Cdv,1.3417722,0.36895368,0.24784723,0.29305813,-0.045333184,1.1505815,0.06186155
Cdv,1.392405,0.37217593,0.2480955,0.29462162,-0.048143044,1.1813035,0.062996745
Cdv,1.443038,0.37551278,0.24835569,0.2961189,-0.050574083,1.2109184,0.06441164
Cdv,1.493671,0.37896392,0.2486329,0.29755712,-0.05261357,1.2394719,0.06608241
Cdv,1.5443038,0.38252884,0.24892981,0.29893598,-0.054263268,1.2670081,0.0679792
Cdv,1.5949367,0.386207,0.24924985,0.3002556,-0.05553978,1.2935712,0.0700824
Cdv,1.6455696,0.38999352,0.24959514,0.30152082,-0.056441106,1.3192089,0.07236913
Cdv,1.6962025,0.3938847,0.2499676,0.30273807,-0.05697172,1.3439682,0.0748197
Cdv,1.7468355,0.39787698,0.25036877,0.30390555,-0.057160065,1.3678921,0.07741104
Cdv,1.7974683,0.40196362,0.25080004,0.30503157,-0.057003483,1.3910275,0.0801277
Cdv,1.8481013,0.40614086,0.25126195,0.30611548,-0.056535132,1.4134147,0.08295006
Cdv,1.8987342,0.41039842,0.251756,0.30717257,-0.0557359,1.4351009,0.08587092
Cdv,1.949367,0.4147349,0.25228202,0.30819425,-0.05464957,1.4561229,0.08886537
Cdv,2.0,0.41913885,0.25284064,0.30919522,-0.053269085,1.4765217,0.091927975
Rav,-2.0,0.34294397,0.24779874,0.3368884,0.15606904,0.073757686,-1.307267
Rav,-1.949367,0.34179667,0.24731317,0.3379663,0.15132523,0.071262114,-1.2892996
Rav,-1.8987342,0.34068245,0.24680673,0.33900833,0.1468466,0.068678714,-1.2705107
Rav,-1.8481013,0.33960295,0.24627931,0.3400147,0.14265275,0.06601017,-1.2508663
Rav,-1.7974683,0.33856264,0.24573119,0.34097445,0.13875328,0.06325836,-1.230354
Rav,-1.7468355,0.3375633,0.24516292,0.34188604,0.13516445,0.060425363,-1.2089386
Rav,-1.6962025,0.33660555,0.2445747,0.3427527,0.13190809,0.057513334,-1.1865764
Rav,-1.6455696,0.3356912,0.24396724,0.34356627,0.12899795,0.0545234,-1.1632432
Rav,-1.5949367,0.3348204,0.24334146,0.3443225,0.12643704,0.051455073,-1.1389033
Rav,-1.5443038,0.33399445,0.24269836,0.34501213,0.12422004,0.048306726,-1.1135378
Rav,-1.493671,0.3332111,0.24203897,0.34562984,0.12235083,0.045075826,-1.0871081
Rav,-1.443038,0.33246678,0.24136455,0.34616938,0.120825194,0.041759305,-1.0595776
Rav,-1.392405,0.33175755,0.24067691,0.3466188,0.119627215,0.038352214,-1.0309215
Rav,-1.3417722,0.33107868,0.23997727,0.346966,0.11873081,0.03484667,-1.0011098
Rav,-1.2911392,0.3304236,0.23926857,0.3471954,0.11810299,0.03123618,-0.9701284
Rav,-1.2405063,0.32978228,0.23855203,0.34729657,0.11771277,0.027512915,-0.9379414
Rav,-1.1898735,0.32914665,0.23783071,0.34725368,0.11752022,0.02367007,-0.9045269
Rav,-1.1392405,0.32850498,0.23710753,0.3470519,0.11747608,0.019701995,-0.86988163
Rav,-1.0886075,0.32784843,0.23638493,0.34667313,0.117518425,0.015604079,-0.83399713
Rav,-1.0379747,0.32716587,0.23566699,0.34610242,0.11758964,0.011377379,-0.79688364
Rav,-0.98734176,0.326452,0.23495726,0.34532017,0.1176115,0.007025026,-0.75856024
Rav,-0.93670887,0.32569522,0.23425977,0.34432313,0.11753851,0.0025593117,-0.71904886
Rav,-0.886076,0.32489437,0.2335791,0.34309143,0.117283255,-0.0020037666,-0.6784041
Rav,-0.835443,0.32404774,0.23291989,0.3416187,0.11678375,-0.0066406876,-0.6366736
Rav,-0.7848101,0.32315445,0.23228692,0.3399095,0.11599346,-0.0113199875,-0.5939034
Rav,-0.73417723,0.3222238,0.23168547,0.33794853,0.114824526,-0.01600527,-0.5502019
Rav,-0.6835443,0.32125893,0.23112012,0.33575487,0.11325607,-0.020653255,-0.50560546
Rav,-0.6329114,0.32027435,0.23059626,0.33332613,0.111220926,-0.025218748,-0.46021795
Rav,-0.5822785,0.319282,0.23011889,0.33067933,0.1086913,-0.029652394,-0.41410822
Rav,-0.5316456,0.31829482,0.22969203,0.32782888,0.10564217,-0.033905573,-0.3673425
Rav,-0.48101267,0.31733045,0.22932012,0.32479173,0.1020424,-0.037931822,-0.31999773
Rav,-0.43037975,0.3164021,0.2290066,0.32158652,0.09787851,-0.0416874,-0.27212662
Rav,-0.37974682,0.3155216,0.22875501,0.31824228,0.093154885,-0.045133322,-0.22377402
Rav,-0.32911393,0.31470245,0.22856697,0.3147858,0.08786978,-0.04823781,-0.17497498
Rav,-0.278481,0.31395298,0.22844417,0.3112391,0.08202737,-0.050977163,-0.12576357
Rav,-0.2278481,0.31327808,0.2283872,0.3076396,0.07565123,-0.053334333,-0.076139346
Rav,-0.17721519,0.31268522,0.22839583,0.3040064,0.06874007,-0.055302918,-0.02614452
Rav,-0.12658228,0.3121734,0.22846873,0.3003746,0.06132567,-0.056883253,0.024229975
Rav,-0.07594936,0.31174153,0.22860381,0.29677743,0.053441416,-0.058082145,0.07497135
Rav,-0.025316456,0.31138828,0.22879823,0.2932409,0.045104865,-0.058916695,0.12606859
Rav,0.025316456,0.3111112,0.22904766,0.2897889,0.036342718,-0.059409764,0.17749979
Rav,0.07594936,0.3109033,0.22934744,0.28645465,0.027197188,-0.05958675,0.22925065
Rav,0.12658228,0.3107593,0.22969177,0.28326008,0.01769908,-0.059480384,0.28129676
Rav,0.17721519,0.310675,0.23007432,0.280226,0.007887189,-0.05912377,0.3335909
Rav,0.2278481,0.3106421,0.23048784,0.2773773,-0.0021917252,-0.058552384,0.386102
Rav,0.278481,0.31065375,0.23092405,0.27472696,-0.012499051,-0.057801835,0.4387674
Rav,0.32911393,0.31070387,0.23137513,0.27228725,-0.02299043,-0.056907598,0.49150562
Rav,0.37974682,0.31078723,0.23183212,0.27006397,-0.033619653,-0.055902958,0.5442338
Rav,0.43037975,0.31089437,0.23228548,0.2680722,-0.044331193,-0.05481621,0.5968695
Rav,0.48101267,0.3110206,0.2327263,0.26630723,-0.055083077,-0.053673744,0.6492957
Rav,0.5316456,0.31116274,0.23314577,0.26476437,-0.06583507,-0.05249916,0.70137864
Rav,0.5822785,0.31131274,0.2335349,0.26344636,-0.07652509,-0.051307783,0.7529973
Rav,0.6329114,0.31146538,0.23388602,0.26234582,-0.08711217,-0.050112247,0.80402315
Rav,0.6835443,0.3116233,0.23419173,0.26144493,-0.097562835,-0.048922878,0.8542809
Rav,0.73417723,0.31178093,0.23444577,0.26073378,-0.10783802,-0.04774207,0.9036361
Rav,0.7848101,0.31193724,0.23464273,0.26020712,-0.11788749,-0.0465698,0.951948
Rav,0.835443,0.31209275,0.23477858,0.25984484,-0.1276914,-0.045404118,0.99907976
Rav,0.886076,0.3122468,0.23484994,0.25964046,-0.13721474,-0.044238336,1.0449119
Rav,0.93670887,0.31240296,0.23485519,0.25957218,-0.1464411,-0.04306691,1.0893148
Rav,0.98734176,0.31256118,0.23479402,0.25963435,-0.1553468,-0.041880786,1.1322184
Rav,1.0379747,0.31272373,0.2346661,0.25981,-0.16392076,-0.04067231,1.1735352
Rav,1.0886075,0.3128923,0.23447287,0.26009196,-0.1721536,-0.039433382,1.2132175
Rav,1.1392405,0.31306934,0.23421629,0.2604641,-0.18004358,-0.038156435,1.2512195
Rav,1.1898735,0.31325638,0.23389877,0.26092127,-0.18758537,-0.036833994,1.2875406
Rav,1.2405063,0.3134523,0.23352341,0.2614597,-0.19477357,-0.03545993,1.3221878
Rav,1.2911392,0.31366307,0.23309277,0.26206002,-0.20163384,-0.03403128,1.35516
Rav,1.3417722,0.31388688,0.23261122,0.26272166,-0.20816237,-0.0325433,1.3865049
Rav,1.392405,0.31412423,0.23208162,0.2634369,-0.21437281,-0.030993998,1.4162618
Rav,1.443038,0.31437388,0.23150724,0.26420423,-0.22027102,-0.029380843,1.4444958
Rav,1.493671,0.3146379,0.2308911,0.26501656,-0.22587812,-0.02770304,1.4712598
Rav,1.5443038,0.31491506,0.2302368,0.26586646,-0.23120649,-0.025961287,1.4966133
Rav,1.5949367,0.31520528,0.22954641,0.26675096,-0.23627244,-0.024154939,1.5206301
Rav,1.6455696,0.31550688,0.22882187,0.267669,-0.24108784,-0.022283629,1.5433826
Rav,1.6962025,0.3158185,0.22806582,0.2686157,-0.24567156,-0.020348646,1.5649407
Rav,1.7468355,0.31613892,0.22727977,0.26959154,-0.25002962,-0.018348135,1.5853705
Rav,1.7974683,0.31646794,0.22646521,0.27058768,-0.25418922,-0.016284801,1.6047338
Rav,1.8481013,0.31680486,0.22562355,0.2716076,-0.25815126,-0.014157034,1.6230935
Rav,1.8987342,0.31714422,0.22475478,0.27265233,-0.2619277,-0.011962973,1.6405197
Rav,1.949367,0.3174885,0.22385964,0.27371117,-0.26554108,-0.009703897,1.6570553
Rav,2.0,0.31783557,0.22293939,0.27478823,-0.26899016,-0.007376857,1.6727545
