source_param,sweep_val,re_encoded_Rbv,re_encoded_Cbv,re_encoded_Rdv,re_encoded_Cdv,re_encoded_Rav
Rav,0.24367088,0.79367423,0.6686136,0.7535347,0.5010362,0.26644573
Rav,0.2550633,0.79411614,0.6684543,0.7528561,0.50174415,0.2766543
Rav,0.2664557,0.7945026,0.66824526,0.752143,0.5023843,0.28719613
Rav,0.2778481,0.7948931,0.6679958,0.7512584,0.5028221,0.29862034
Rav,0.2892405,0.7953509,0.66785157,0.7507886,0.5037507,0.31105775
Rav,0.30063292,0.79593575,0.667675,0.75038165,0.5048365,0.3237969
Rav,0.3120253,0.7969119,0.66753215,0.75002396,0.50587374,0.33623666
Rav,0.32341772,0.79802287,0.66743237,0.7499342,0.50642306,0.34622827
Rav,0.33481014,0.7989242,0.6674711,0.74998736,0.50683117,0.35541996
Rav,0.34620252,0.799449,0.66769266,0.75057405,0.5067577,0.36525306
Rav,0.35759494,0.7998217,0.6678567,0.7509261,0.5064745,0.37508157
Rav,0.36898735,0.80012774,0.6679823,0.75122124,0.5061065,0.3849623
Rav,0.38037974,0.80032974,0.6682179,0.75151414,0.5056429,0.39470753
Rav,0.39177215,0.8005097,0.6685631,0.75170535,0.50498116,0.4041158
Rav,0.40316457,0.8007177,0.66876423,0.7516216,0.5041228,0.41309437
Rav,0.41455695,0.8008927,0.668923,0.7515335,0.503213,0.42245254
Rav,0.42594936,0.8010424,0.66904086,0.75138694,0.5023166,0.43186554
Rav,0.43734178,0.8011749,0.66913307,0.75120574,0.5014272,0.44132468
Rav,0.44873416,0.8010482,0.669425,0.7515169,0.5009222,0.44973174
Rav,0.46012658,0.8010007,0.6697349,0.7518978,0.5003814,0.45754224
Rav,0.471519,0.8009602,0.6700334,0.7522612,0.4998322,0.4653389
Rav,0.48291138,0.80097973,0.67033255,0.7525991,0.49945694,0.47341397
Rav,0.4943038,0.80104905,0.67069423,0.7528356,0.49925432,0.48171598
Rav,0.5056962,0.8008597,0.6711323,0.75301707,0.49883565,0.49022222
Rav,0.5170886,0.80061126,0.671571,0.75321025,0.4983198,0.49894235
Rav,0.528481,0.80036384,0.6719285,0.7535258,0.4978159,0.5072348
Rav,0.5398734,0.80005723,0.67230463,0.7539302,0.49740854,0.5165032
Rav,0.55126584,0.7999635,0.6726356,0.75427604,0.49703625,0.52585775
Rav,0.56265825,0.799777,0.6730077,0.7545188,0.49677217,0.5351284
Rav,0.5740506,0.79984254,0.6733971,0.75471926,0.4971024,0.5435797
Rav,0.585443,0.80006623,0.6737906,0.75491345,0.49742565,0.5521797
Rav,0.59683543,0.80023634,0.67411566,0.75518185,0.497538,0.56077564
Rav,0.60822785,0.8003702,0.67444146,0.75534,0.49744228,0.5724717
Rav,0.61962026,0.8003685,0.67475,0.7551051,0.4971311,0.5879779
Rav,0.6310127,0.8004629,0.6750759,0.75509197,0.49732456,0.6029127
Rav,0.6424051,0.80038387,0.6754873,0.75529873,0.49776426,0.6190285
Rav,0.65379745,0.8001618,0.67592794,0.75568056,0.49837723,0.635008
Rav,0.66518986,0.7998433,0.6763556,0.75602263,0.49914488,0.6503545
Rav,0.6765823,0.79933816,0.67679805,0.7565175,0.4998699,0.6647071
Rav,0.6879747,0.7991469,0.6771815,0.7570515,0.50019133,0.67698854
Rav,0.6993671,0.79924953,0.67740285,0.757397,0.5005565,0.6882442
Rav,0.7107595,0.7993889,0.6776984,0.75773996,0.5007655,0.69986635
Rav,0.7221519,0.7999016,0.6779938,0.75821084,0.50065136,0.7122378
Rav,0.7335443,0.80061525,0.67816824,0.7588285,0.5004102,0.724731
Rav,0.7449367,0.80117464,0.678179,0.7595032,0.5002938,0.73722064
Rav,0.7563291,0.8016105,0.6781146,0.76021105,0.50029355,0.7496319
Rav,0.76772153,0.8019825,0.6780211,0.7610822,0.5002526,0.761707
Rav,0.77911395,0.8023821,0.6779105,0.7619046,0.5002093,0.7734858
Rav,0.7905063,0.80277073,0.6777845,0.762693,0.5001678,0.78492147
Rav,0.8018987,0.8031371,0.6776346,0.7634545,0.50013566,0.7959202
Rav,0.81329113,0.8034849,0.6774596,0.7641873,0.50011265,0.8064829
Rav,0.82468355,0.803643,0.67743725,0.7648012,0.49985015,0.8165976
Rav,0.83607596,0.80350596,0.6775172,0.76494896,0.49987593,0.83066577
Rav,0.8474684,0.8032877,0.6775872,0.7649827,0.500012,0.8442071
Rav,0.85886073,0.8027253,0.67766356,0.76466894,0.50018793,0.85996336
Rav,0.87025315,0.8020506,0.67765844,0.764333,0.5003642,0.87433773
Rav,0.88164556,0.8012421,0.6776199,0.7640871,0.50065076,0.88676697
Rav,0.893038,0.8003431,0.67755026,0.76382047,0.50071335,0.89947057
Rav,0.9044304,0.7991269,0.6775931,0.76364875,0.5006631,0.91183406
Rav,0.9158228,0.7974449,0.67760503,0.7631685,0.50098354,0.92424303
Rav,0.9272152,0.79584926,0.67771417,0.7624647,0.5011809,0.93473876
Rav,0.9386076,0.7942348,0.6778273,0.7616628,0.50133723,0.943808
Rav,0.95,0.7925842,0.6781513,0.7608553,0.5021824,0.95151407
