epoch,train_total,train_recon,train_phys,train_passiv,train_smooth,val_total,val_mape
22,0.26288549530506133,0.030144121891685895,0.01551399418179478,0.00021286133198892846,0.0,0.25811662471294405,7.683989477480208
23,0.2644047656740461,0.03219800968255315,0.015477620167391641,0.0002630337480202018,0.0,0.24686554046471915,8.348663944425207
24,0.2587502599784306,0.03066904810496739,0.015203159660100937,0.00019262389230217586,0.0,0.2463031731446584,7.594928934522679
25,0.2569150978497097,0.031079691054565567,0.015053323075175285,0.00018687771973658788,0.0,0.2285240898132324,7.619797088415545
26,0.25330177984918867,0.027731028386524744,0.015035929030605725,0.0001547308028093539,0.0,0.25240769358476,7.748070606340891
27,0.25799872953551156,0.02896588271004813,0.015265841445752553,0.0002041834091214696,0.0,0.2298624866406123,7.127164312955941
28,0.25936087218352727,0.026610186217086655,0.015515097134879658,0.00010183316846502878,0.0,0.2312295162677765,7.327614135158784
29,0.2521353028501783,0.026733626712645803,0.01502523811161518,9.062629514456993e-05,0.0,0.2317369556427002,7.262864921604752
30,0.2526490288461958,0.027756815188697406,0.014991267382034233,8.51469536116513e-05,0.0,0.22812713185946146,7.148294316802247
31,0.25239324583326067,0.02796597078868321,0.014958326633487428,0.00018024568590876047,0.0,0.22654898258050282,7.172985947431554
32,0.249411635024207,0.027214502628360476,0.014811031616159848,0.00010237600891663793,0.0,0.23288095466295877,7.419426146548243
33,0.2411447057723999,0.026268994867801668,0.014321799618857248,0.00014833791693152828,0.0,0.22697342856725056,7.219390322754761
34,0.24564953822749003,0.02712210858293942,0.014566955624946526,6.634352771084196e-05,0.0,0.22633857170740762,7.46108914922175
35,0.24546448687144687,0.025944735143865857,0.014632631580744472,8.219872600498743e-05,0.0,0.2434290607770284,7.317263431078291
36,0.24569354798112597,0.024958161264657976,0.014714286092136587,5.4210482787181846e-05,0.0,0.2238789161046346,7.098938193777655
37,0.2375896579708372,0.02450113447862012,0.014204260685614176,5.996486333879147e-05,0.0,0.2296509524981181,6.745360061383913
38,0.2468042823927743,0.02786439697231565,0.014593593595283371,8.32341889599125e-05,0.0,0.24623380851745605,7.5549473812026955
39,0.2417029608488083,0.02632717213886125,0.014355661886078971,8.98732866771752e-05,0.0,0.22270926972230276,7.074893537912726
40,0.23823569314820425,0.024401770532131196,0.014253960104925292,5.1354803747861815e-05,0.0,0.22143205734093985,6.77327586612619
41,0.24200761226245335,0.023725880984749113,0.01455048074041094,4.8962634449708275e-05,0.0,0.23415297496318818,7.382103650913702
42,0.24002116179466249,0.024264839785439626,0.014382298622812543,4.163176451714077e-05,0.0,0.2261722649335861,6.837131950092744
43,0.24177215879304068,0.025153798162937165,0.014439018828528268,6.02612721129783e-05,0.0,0.21898487917582193,6.731190033307613
44,0.22936025863034384,0.02334168285557202,0.013732521384954453,5.360599950211054e-05,0.0,0.23992809677124025,7.031341473214531
45,0.2348260555607932,0.025306894562074116,0.013965527549386025,6.051138881412044e-05,0.0,0.22147586115201315,6.91619632222323
46,0.23509608570166995,0.023192617141774723,0.01412383100709745,7.364200310803425e-05,0.0,0.21781679928302766,6.499825945031092
47,0.2311540709904262,0.022550557521837097,0.013905501093183245,3.2256756576576403e-05,0.0,0.2236983544031779,6.593521994744305
48,0.23507698811803546,0.022628746720296997,0.014161976595010076,2.7436369411589114e-05,0.0,0.211987673163414,6.425218397830302
49,0.23061630398886546,0.022864532360008783,0.013848349889474256,3.7639828039975295e-05,0.0,0.23023550351460775,7.075680785090223
50,0.22761778153691972,0.023069870165416173,0.013633493348956109,6.215168971089367e-05,0.0,0.2107102703253428,6.373860684552683
51,0.2262588075739997,0.021962158065821445,0.013618586325219699,2.3487137957252864e-05,0.0,0.22382488385836283,6.846631036991524
52,0.22745115430014473,0.020920672808374677,0.013767726829009397,1.848747613199261e-05,0.0,0.24354329148928325,7.214346004274481
53,0.2263123311315264,0.021954693564346858,0.013622480842683997,2.498298018323502e-05,0.0,0.20652565769354503,6.513743184064063
54,0.2275037751368114,0.02093850473846708,0.013769750609993935,2.2454222591607373e-05,0.0,0.2080924921433131,6.153564076065765
55,0.234747694339071,0.021492709530251366,0.014215786361268589,2.0757320444707666e-05,0.0,0.21060083440939587,6.257404532382304
56,0.22314869940280915,0.021459821243371282,0.013443192555436067,4.5217044701790396e-05,0.0,0.21350490113099416,6.477265738673881
57,0.22612142196723392,0.02048937274515629,0.013707363686391286,2.304961863257761e-05,0.0,0.20876150468985238,6.377017326210784
58,0.22777536926950728,0.020393505669065885,0.01382394282732691,2.3477329757432537e-05,0.0,0.21299119702974956,6.4651891845241
59,0.22930204159872872,0.021255627019064766,0.013867758740271841,3.0063794368039965e-05,0.0,0.22842108762264252,6.839758055030149
60,0.22185875122887747,0.02087848141150815,0.013397512695619038,1.7059283230602366e-05,0.0,0.20950845579306285,6.290051381435457
61,0.22212435230187008,0.019894385580505644,0.013480016993624824,2.7966690941881708e-05,0.0,0.2219914352496465,6.494446813145259
62,0.22521274936199187,0.019284280606678555,0.013726725501673562,2.520001534109235e-05,0.0,0.22333703299363455,6.402621663520813
63,0.23018090626171658,0.02114288639809404,0.013933308292712485,3.4057373201602356e-05,0.0,0.21467437915007273,6.60664297680818
64,0.22268152867044722,0.01938974368678672,0.01355122819330011,2.013397274025002e-05,0.0,0.21288094397385915,6.547587949391286
65,0.2212951784985406,0.019378419099109513,0.013457903475633689,4.03829868225744e-05,0.0,0.20400619884332022,6.226796879314684
66,0.21684858897754125,0.01942855603992939,0.01315994277277163,1.7021793269756407e-05,0.0,0.21506868000825247,6.354560088704781
67,0.223050488948822,0.018876886833991323,0.013609818057290146,2.0874714529638437e-05,0.0,0.21940681219100952,6.478200595465753
68,0.22703888160841806,0.020666469022631646,0.013753370804446084,5.545695985188814e-05,0.0,0.20975990013281504,6.343543897910997
69,0.22220003737722124,0.018527603660311018,0.013576447817896093,1.933254489603899e-05,0.0,0.19849225103855134,6.03553081459005
70,0.21814167175974164,0.01872268063042845,0.013293453586953026,1.2590555784969735e-05,0.0,0.2028213879664739,6.172491152535477
71,0.22029943243094852,0.01807335131083216,0.013480702073446342,1.1106998607356137e-05,0.0,0.21161938488483428,6.2470439946208325
72,0.22422295226369585,0.018612568340131214,0.013705342201249941,2.1072607267528656e-05,0.0,0.21834179230531056,6.5956726512694255
73,0.22121609280790602,0.019466943178858075,0.013438977893974099,0.00011179899841927669,0.0,0.20495022666454316,6.1376718693374075
74,0.22330087763922554,0.01992193665887628,0.013550069591828756,8.486043886201904e-05,0.0,0.22997766466935476,6.605692175151184
75,0.21553971139022282,0.01920454643028123,0.013086482255586555,2.457895186479878e-05,0.0,0.21210698036352793,6.357928687210856
76,0.22363981471742903,0.01868347312935761,0.013662354941879,1.3304272798906589e-05,0.0,0.20019588088989257,5.932532637401205
77,0.2136365873813629,0.017970563340399946,0.013043643704482487,7.034804366242042e-06,0.0,0.20650938443342845,6.122672358938973
78,0.2177331246648516,0.01812494944887502,0.013304695383778641,2.2832185747256112e-05,0.0,0.20864626348018647,6.273801543974006
79,0.21912911462783813,0.018435579770377703,0.01337803304195404,1.3631175180538309e-05,0.0,0.20416821193695067,6.016241976735027
80,0.21388370309557234,0.017723814272454806,0.013076173233134406,1.0009709738192754e-05,0.0,0.2093023990790049,6.3030927403204595
81,0.21286013775212423,0.017363157251051493,0.01303086055708783,1.930573287121121e-05,0.0,0.21026154716809592,6.286806826734522
82,0.21133754457746234,0.017264787722911155,0.01293710081917899,9.012335716960251e-06,0.0,0.2006265252828598,6.068345067015964
83,0.2167865468774523,0.017326993995479174,0.013295653119683266,1.3453022698903234e-05,0.0,0.21170292341709138,6.231264189907373
84,0.21215050375461578,0.017299950047263077,0.012988105801599367,1.5421361231022146e-05,0.0,0.22234507536888123,6.342088559882132
85,0.21138941732474736,0.01725932953613145,0.01293978013843298,1.7421619841404174e-05,0.0,0.21226363066832224,6.1611915761763205
86,0.218999446783747,0.01859343821661813,0.013353031805583409,5.654765922617701e-05,0.0,0.20925352378686268,6.387616549625995
87,0.2159827616385051,0.01789781970850059,0.013201009208602565,3.502447004276275e-05,0.0,0.20476640462875367,5.981230922951082
88,0.202910974247115,0.01732713911150183,0.012370769017509052,1.0977835632719543e-05,0.0,0.2066892397403717,6.191345458589647
89,0.21026521285942623,0.017700566411018373,0.012836677171289921,6.9994518385101405e-06,0.0,0.19999973964691162,5.922949210885442
90,0.20771723260198321,0.017042563612971986,0.012711071276238986,4.077744856248598e-06,0.0,0.22092787305514017,6.350968637216314
91,0.21075672396591733,0.017209968413625445,0.012900708302855491,1.6822164700175992e-05,0.0,0.1981937825679779,5.870457521307081
92,0.20463148943015508,0.016876835122704506,0.012515774516122681,8.249000580385817e-06,0.0,0.20317340278625487,5.6722822854839565
93,0.21037322895867483,0.01891163454098361,0.012758616716734,3.699773436747275e-05,0.0,0.22277693247795105,6.7686557272528844
94,0.21736604147297994,0.01761242416713919,0.0133159978932568,6.027033612273921e-06,0.0,0.2250102150440216,6.277739530238694
95,0.20754856661387852,0.01791714907331126,0.012641055895813874,6.762724392463757e-06,0.0,0.2025694243510564,5.723806993265498
96,0.20441428026131223,0.016169695896761756,0.012547450466879776,1.4011112753282516e-05,0.0,0.20454893453915915,5.748397519924233
97,0.20942454687186648,0.01697521230046238,0.01282902300038508,5.872289661743072e-06,0.0,0.20681040970484416,5.985926483876961
98,0.20997957522528513,0.01814967522876603,0.012786325763378825,1.445966266179864e-05,0.0,0.21416784564654032,5.852466797581659
99,0.2138676070826394,0.016316951696361815,0.01316856547338622,9.010675157420314e-06,0.0,0.20493292037645977,6.097774503858367
100,0.21084227195807867,0.016715976578848702,0.0129405331451978,7.319391058489698e-06,0.0,0.20043926350275676,5.60454901150319
101,0.20698048479216438,0.016548619461911065,0.0126947054288217,4.443210570809494e-06,0.0,0.21079701713720958,5.899557020587099
102,0.2097043788092477,0.016766000929687705,0.012861616982945374,5.477260979636839e-06,0.0,0.22568830660978953,6.256370223129846
103,0.2126142132622855,0.015974085729037014,0.013108411667602403,5.329705809739682e-06,0.0,0.20817563180128734,5.821685146703869
104,0.21016866087913513,0.017445038497447968,0.012845667363277503,1.453204820189123e-05,0.0,0.20747832826773327,5.856338061164422
105,0.2045173704624176,0.016582886029567038,0.012526541786534446,1.3485573738640661e-05,0.0,0.2051448927720388,5.86821123729463
106,0.20629149072510855,0.015958926926766124,0.012688029000801699,4.433541484144955e-06,0.0,0.20324156232674917,5.969010655197248
107,0.20378781230109078,0.015825194392885482,0.012528957894870213,1.0181342721972543e-05,0.0,0.20131511584917705,5.791851352322387
108,0.20155950621196203,0.015419383998428073,0.012408444305615766,4.782862396627507e-06,0.0,0.20639431873957317,5.800527975055784
109,0.20644313856533594,0.01571342972027404,0.01271421588850873,5.7751184742258485e-06,0.0,0.2068369197845459,6.119977505117291
110,0.2028853669507163,0.015899631332073894,0.012464699987854277,5.270151252913889e-06,0.0,0.20200573329130808,5.9276141280854775
111,0.2012139551980155,0.0169081250918763,0.012285299317112992,8.990290209658168e-06,0.0,0.21824515656630197,6.082643046021657
112,0.20237670234271457,0.015961574460778918,0.012427047857216426,3.170579083174577e-06,0.0,0.20493946357568105,5.83126994145151
113,0.20246547753470284,0.016962701927338328,0.012362183811409133,2.3285026652810562e-05,0.0,0.20817793214321137,6.100196850005282
114,0.20544231695788248,0.015321357282144683,0.012673639532710826,5.373842353354824e-06,0.0,0.20047883907953898,5.956365574320842
115,0.20524130824634007,0.016708613872528075,0.012566991450531141,9.02268726293138e-06,0.0,0.21096359713872273,5.988210028671559
116,0.20290041969503675,0.016411271380526678,0.012431779378226825,3.991554167964833e-06,0.0,0.205259290655454,5.782411815467943
117,0.20067771526745387,0.015251554777579649,0.012361233089651381,2.4253437997166268e-06,0.0,0.19851464251677195,5.843629917070067
118,0.20262247514724732,0.015831777161785535,0.012452056865606988,3.078725873097353e-06,0.0,0.20216268543402355,5.708920973158145
119,0.1989801243543625,0.014887599928038462,0.012272003947624139,3.852743112521547e-06,0.0,0.20462828052043916,5.836542170212539
120,0.19487754096303667,0.014582994661160878,0.012019129983016423,2.3209965696727255e-06,0.0,0.2046246721347173,5.975166752022652
121,0.19910288766452244,0.01530097596347332,0.012251828805676528,7.395851359482159e-06,0.0,0.21990284311771394,6.2405344258305595
122,0.20195601291315896,0.015055673075573785,0.012458848473216806,5.262059994058044e-06,0.0,0.20961344023545583,5.754662417029302
123,0.20180070207800185,0.015128379023500851,0.012442520877080305,1.0198887229152932e-05,0.0,0.20355311314264934,5.8505526239405565
124,0.20941926642826625,0.01613062882423401,0.012884431626115526,6.479610835955845e-06,0.0,0.21634951837857563,5.933354092304061
125,0.20329428335598537,0.014702307047588485,0.012571878801499094,3.990664939426125e-06,0.0,0.1989300284385681,5.566006317918005
126,0.2025919155904225,0.015246699179921832,0.012487882643938065,7.722960338428818e-06,0.0,0.21054993482430776,5.756582147631474
127,0.20112964967318944,0.015244779206812381,0.01238903423611607,1.3986521457068436e-05,0.0,0.1975821521282196,5.6205931518787
128,0.19921425087111336,0.014833123931927341,0.012288583706532206,1.469227486355099e-05,0.0,0.2065406217177709,5.7522715068983175
129,0.20062280428409576,0.015864643078829562,0.012310204935925348,2.9191966333536965e-05,0.0,0.20130377753575643,5.541852018009832
130,0.2022364068542208,0.015880436468337263,0.012421573815601213,8.903358450354964e-06,0.0,0.2063832577864329,5.943332357286739
131,0.19523796805313656,0.014469464287161827,0.012050235013876642,4.082097087813961e-06,0.0,0.20063740317026774,5.565418793107647
132,0.1996006224325725,0.014710284905774253,0.012325555434184414,1.891400340012244e-06,0.0,0.21090222497781116,5.652955393062684
133,0.1991389675140381,0.015264001144894531,0.012257524470133441,3.236537502932687e-06,0.0,0.19661967968940736,5.6690533788731345
134,0.19499587903703963,0.01500597891850131,0.011998224970485484,4.380710973250831e-06,0.0,0.2135447815656662,5.841461494220664
135,0.19748975580079214,0.014845968191112792,0.012174402085798128,7.2921424107936465e-06,0.0,0.20924235252539317,5.871913095949902
136,0.1970346179008484,0.014697942053633077,0.012155171292168754,2.3716916326423286e-06,0.0,0.20588404496510823,5.873343924304561
137,0.19540595138072966,0.014631088846496174,0.01204909060895443,9.942584271523662e-06,0.0,0.20805029904842376,5.668413987526758
138,0.19114932123252323,0.014796066086207118,0.011755877946104323,3.86293654096497e-06,0.0,0.2091393426656723,6.128323239183917
139,0.19709754730973925,0.01457676466022219,0.012167455242148467,2.2740863601218614e-06,0.0,0.20951682249704998,5.746653866318248
140,0.19032328133923668,0.0140999240438853,0.011747493106339659,2.7611742180105077e-06,0.0,0.2079967271486918,5.701183528759701
141,0.1946383001123156,0.015219843225819724,0.011960545471736363,2.568180323864157e-06,0.0,0.20611758375167846,5.713679443485884
142,0.1923709797007697,0.014311722762882709,0.011869117947561401,5.5767897842632205e-06,0.0,0.19989421157042186,5.644942535889409
143,0.19616315301827023,0.014556580890502248,0.012106426451887402,2.5034092181174727e-06,0.0,0.21939636413256328,5.967614499817401
144,0.19451681573050364,0.014308146783283779,0.012012762778571674,4.208416549878738e-06,0.0,0.21095801854133606,5.8169555021629495
145,0.19292331179550715,0.014328908312533584,0.011904629995780331,6.051619811814187e-06,0.0,0.211792169213295,5.7095798883340905
146,0.18871875659057072,0.014308784750955445,0.011626727763031211,2.180122900410554e-06,0.0,0.21462658143043517,6.153438150512128
147,0.19358156471593038,0.015248623704271658,0.01188811302610806,2.688374590479865e-06,0.0,0.2178608777920405,5.854003420414371
148,0.2015469582762037,0.014292693772486278,0.012482907419758183,2.5295397683784415e-06,0.0,0.21917343866825104,6.0214327552446525
149,0.19688341893468583,0.013957167081534862,0.012194548627095562,1.8924834712511338e-06,0.0,0.21274016813437144,6.172432715844901
150,0.196523521900177,0.014137373510215963,0.01215870330695595,1.3120831435945287e-06,0.0,0.20066220871607462,5.737387159707735
151,0.19312930864947184,0.013424195356667041,0.011979933836630412,1.4215814867384324e-06,0.0,0.2058288567860921,5.4570668226049275
152,0.19184981979642596,0.013332227090639727,0.011900612345763615,1.944653678718465e-06,0.0,0.22001791044076283,5.699515581138207
153,0.1946742192336491,0.014509309887886047,0.012010256744921207,2.5425815803257834e-06,0.0,0.20343468149503072,5.582901460547121
154,0.1979987007209233,0.014587661130087717,0.012226706759205886,2.3854024113307202e-06,0.0,0.21524487976233164,5.820493198354331
155,0.19445972962038857,0.013799061485699244,0.012043512809489454,1.8119775829035234e-06,0.0,0.21482140111923217,6.031594193418529
156,0.19428429453713553,0.014332467821027551,0.011995106920599937,5.6985728785658045e-06,0.0,0.22327835321426392,6.156539913163805
157,0.1884314305952617,0.013664352021047047,0.011650492768202509,2.1759360093009e-06,0.0,0.20921248829364777,5.606203457259015
158,0.1887703927925655,0.013415715832795416,0.011689807525702886,1.6901810060708313e-06,0.0,0.20776467076937358,5.621855190383594
159,0.19104876232147217,0.014007647384490285,0.011801409680928503,4.438879310822382e-06,0.0,0.21038897375265758,5.4724653330573005
160,0.19180915703092302,0.013954766494887215,0.011855408376881054,5.143783520838139e-06,0.0,0.21392783602078755,6.176470041872955
161,0.18316160331453596,0.013532610944339208,0.011307836401675429,2.517794386528977e-06,0.0,0.2161720257202784,5.829459358983768
162,0.18951593508039202,0.014208464012614318,0.01168646701425314,2.2908939288019957e-06,0.0,0.21287079727649688,5.637093204109207
163,0.19208291397775923,0.013742959470621176,0.011888884082436562,1.458407070127724e-06,0.0,0.21471637014547984,5.842028773806056
164,0.18844910400254386,0.013201246398900236,0.011682426050305367,2.4867941180489895e-06,0.0,0.22974943017959595,5.955915443877702
165,0.18454240591185433,0.012857065152909075,0.01144459159991571,3.555293264165625e-06,0.0,0.20994614513715107,5.516829123780855
166,0.18563337899957386,0.013159530931285449,0.011496891917926924,4.400068395348963e-06,0.0,0.20615916593869527,5.667124630330602
167,0.1853533010482788,0.013906884237059524,0.011425814935139247,1.2671047797320106e-05,0.0,0.21805560652414957,5.770297403631888
168,0.18885266387462615,0.013410401036696775,0.011695509409265859,2.0513570136821662e-06,0.0,0.21353669261932373,5.90967968376812
169,0.18961459929602487,0.014076347013669355,0.011700898239655155,5.261188073184541e-06,0.0,0.2086070054769516,5.589430586500324
170,0.1896414098228727,0.01342647970361369,0.011747032139982495,1.9987150979626937e-06,0.0,0.21153444826602935,5.990217136589354
171,0.1862349579504558,0.013272909155913762,0.01152987313164132,2.9404712314224924e-06,0.0,0.2107150381008784,5.885085847538524
172,0.19082002677236284,0.01358826375220503,0.011814680050526346,2.428058607506532e-06,0.0,0.22092205385367075,6.139384530284334
173,0.1913072735241481,0.014279788649507932,0.011796856146837984,1.5619997235651977e-05,0.0,0.2135921368598938,5.711399126751629
174,0.1958137686763491,0.01437369850810085,0.012094665905194623,4.188590069388098e-06,0.0,0.216749147772789,6.332451511600615
175,0.18952505906990597,0.01363999580698354,0.011724629299981254,3.248252635110876e-06,0.0,0.21384690296649933,5.771855518636562
176,0.1872882969890322,0.012971606938966682,0.011620052179055554,3.2972791285257003e-06,0.0,0.21421468472480773,5.804040172498085
177,0.18585083941902433,0.012780104795736926,0.011537244924477169,2.4929489386384318e-06,0.0,0.22421063816547393,5.892900489015279
178,0.18362073484488897,0.013586280809981482,0.011334948823920318,2.1068181964259176e-06,0.0,0.21574257556597393,5.519053389032963
179,0.18468606763226644,0.012893698771085057,0.01145155409084899,3.9175130952272385e-06,0.0,0.2199521231651306,5.951642612241016
180,0.18450736142907823,0.012370042450726032,0.01147530961143119,1.5732484742041475e-06,0.0,0.206815664768219,5.691083952743505
181,0.18811914038658142,0.013196186565927097,0.011660652219184808,2.6934206780770645e-06,0.0,0.21167549459139506,5.719938854959738
182,0.18711723491123744,0.013044899249715464,0.011603065898375852,5.376424404429616e-06,0.0,0.21210374510288238,5.738344184727266
183,0.181528622848647,0.013322745595659529,0.01121157240654741,6.574497684845479e-06,0.0,0.21022139116128286,5.70845456023706
184,0.18538441700594765,0.013189793079027108,0.011478875557226794,2.334661828964865e-06,0.0,0.21668994569778444,5.750127818071809
185,0.18142562639713286,0.0127699440111007,0.011242618108434337,3.3282516003493144e-06,0.0,0.21268367044130962,5.757961736909942
186,0.18312466747420175,0.012742773250809738,0.011358182175883224,1.8546005228594303e-06,0.0,0.21608854750792186,5.782416374999355
187,0.18261153204100472,0.012698040440678597,0.011327312982508114,7.67258997711906e-07,0.0,0.20971614491939544,5.763533807797897
188,0.18301251745223998,0.012630570539406367,0.011357709767563003,3.2893389550433685e-06,0.0,0.21825021529197694,5.756519647359659
189,0.182138756275177,0.012908764083470617,0.011280731752514839,3.831679639182691e-06,0.0,0.2219521911541621,6.098103218168789
190,0.1796291230746678,0.013324640495436533,0.011085275953369481,5.100218961593279e-06,0.0,0.21156910534699758,5.560709665688974
191,0.1792643495287214,0.012772308730653353,0.011098697420741831,2.3274022142599296e-06,0.0,0.21297711833318075,5.918909746235748
192,0.18168255247388568,0.01290958658605814,0.011250113502144814,4.269431160085586e-06,0.0,0.21429216885566713,5.552359494017014
193,0.18020641442707608,0.01414656931587628,0.011064368061721326,1.8921899702660054e-05,0.0,0.2138478633960088,5.659854856630888
194,0.17756100865772792,0.012436643293925694,0.01100782056685005,1.4144771517672033e-06,0.0,0.21247355167071025,5.699577534395662
195,0.1816791717835835,0.01230918863415718,0.011290704670761313,1.8857157468435812e-06,0.0,0.2172516866525014,5.924356182619
196,0.17634687450953893,0.012318191973226412,0.010934934750199318,9.331603705245835e-07,0.0,0.2200286256869634,5.796439751567879
197,0.17516225339685168,0.011955087726669653,0.010880206080419676,8.153871359297681e-07,0.0,0.20801552323500316,5.49855387037005
198,0.17620320051056998,0.012408945432731083,0.01091845032040562,3.500827871098368e-06,0.0,0.22791591517130533,5.9730045818949264
199,0.1781244716473988,0.012200980920876776,0.011061056148793016,1.5296256452736705e-06,0.0,0.2426618271668752,6.157603524666245
200,0.1739273612158639,0.012452062993177346,0.010764552699668067,1.4019566653851814e-06,0.0,0.20997200453281403,5.4654285315304305
201,0.17607878589630127,0.01205488710211856,0.010934578037687711,1.0456517243651678e-06,0.0,0.21801773929595947,5.577198304825613
202,0.17720814919471742,0.012688296775732721,0.010967581802180834,1.2251624125705669e-06,0.0,0.22151593073209128,5.539781010998238
203,0.17980007231235504,0.012213348185377462,0.011171863056719303,1.7556410780125629e-06,0.0,0.21375611237684886,5.686466887320118
204,0.17629154191698346,0.01238204227494342,0.010926781636263642,1.5549348223203703e-06,0.0,0.21001459995905558,5.729843326622271
205,0.1760206698860441,0.011920935326388904,0.01093960574056421,1.1296718286666976e-06,0.0,0.21888075482845307,5.794087289538909
206,0.18094041201046535,0.012679035428379263,0.011216928420322281,1.4901504819602808e-06,0.0,0.20991698622703553,5.473267460614535
207,0.17103188499382563,0.013155843667685985,0.010524620240288121,1.3476041466162768e-06,0.0,0.22448045615355175,5.609978297389342
208,0.17502162642138344,0.01276314131383385,0.010816543393901416,2.066675074753935e-06,0.0,0.2187383483250936,5.523243859436368
209,0.17884214537484305,0.012647838058216232,0.011079186049955232,1.3034635226460978e-06,0.0,0.21274439044793447,5.53065156140298
210,0.17540937885216304,0.011905187375843524,0.010899634655032839,1.9342363649660197e-06,0.0,0.21029642673333485,5.450951272757747
211,0.17313094086306435,0.01184162473572152,0.010752343055393014,8.338547252518654e-07,0.0,0.2138967263698578,5.496725232997602
212,0.1696716116155897,0.012485366104968957,0.010477038440959794,6.133705253205335e-06,0.0,0.2073469528357188,5.3750943361872245
213,0.1756450162444796,0.011779837664748941,0.010923936370228019,1.226367743121047e-06,0.0,0.21156324831644693,5.6460999270002326
214,0.1769557316643851,0.01174796463655574,0.011013513202113764,1.0135128998239714e-06,0.0,0.22267784110705058,5.809268739216389
215,0.1726406512260437,0.012049829816179617,0.010705650263598987,1.213461887595064e-06,0.0,0.21302646148204804,5.557347827040775
216,0.1742769023690905,0.012322432092257909,0.01079661962389946,1.0353964748069139e-06,0.0,0.22585848259925842,5.740999185997942
217,0.17655897465773993,0.012329036347568035,0.010947991850120681,2.0121094741164366e-06,0.0,0.22114227056503297,5.895067970792068
218,0.17407966090951646,0.011543469260845866,0.010835396483540535,1.0487069663897485e-06,0.0,0.2130863221883774,5.630063744813668
219,0.1773285286937441,0.011762960592550891,0.011037248883928572,1.3665312088020037e-06,0.0,0.21095246386528016,5.2954709041801
220,0.17550535363810402,0.011981882550886698,0.01090104312875441,1.5643581300410453e-06,0.0,0.21666489752133689,5.6185735111558435
221,0.1744908001422882,0.011816568550254617,0.010844418135072503,1.5916887061995866e-06,0.0,0.22376296798388162,5.796940118678654
222,0.17160945342268263,0.011876856232328075,0.010647910516176905,2.7874740250787763e-06,0.0,0.20865443559487662,5.5614710702734556
223,0.1730667406831469,0.011815681255289487,0.010749610100473676,1.3812923379861175e-06,0.0,0.21276767826080323,5.495499307384864
224,0.17692296814918518,0.01215310921307121,0.010983699670859746,2.8724723232329553e-06,0.0,0.2255880765914917,5.719066855305345
225,0.1734535745722907,0.012494322538375855,0.010730033375322818,1.750664368001864e-06,0.0,0.21762648129463197,5.68702731811234
226,0.1693232808623995,0.011832193735454764,0.01049891419868384,1.4750085614849694e-06,0.0,0.22254350984096527,5.84135763602541
227,0.17780483330999103,0.011978118681481907,0.011054598342095103,1.5476231085895163e-06,0.0,0.2167952139377594,5.455131306432469
