Rbv,Cbv,Rdv,Ldv,Cdv,Rav,ratio_Ldv_over_obs
0.36449033,0.17737061,0.42461067,1.0,0.40376532,0.5797558,2.5641122
0.48985243,0.21047057,0.17645769,1.0,0.3897807,0.6281218,2.6389637
0.31387347,0.14979039,0.45842928,1.0,0.4315184,0.7329694,2.3962646
0.27585524,0.16091238,0.11964204,1.0,0.38538244,0.40997875,3.6988516
0.31798637,0.20185928,0.40326566,1.0,0.3847839,0.41085386,2.9090924
0.41182178,0.11589982,0.3946557,1.0,0.36770862,0.41716877,2.9286785
0.1399474,0.06760425,0.3777228,1.0,0.38721126,0.41130716,3.6132574
0.38474068,0.17165902,0.41407,1.0,0.37283713,0.4276542,2.8233259
0.2402374,0.119636826,0.3953694,1.0,0.37828067,0.3958981,3.269208
0.095529445,0.06351102,0.3912402,1.0,0.3774038,0.41627628,3.7203467
0.43415153,0.17352329,0.04792614,1.0,0.38216445,0.5675893,3.1145766
0.22639538,0.12646013,0.40565833,1.0,0.39877164,0.4278074,3.1543894
0.44645926,0.17671984,0.4097397,1.0,0.38711625,0.52615654,2.5691202
0.42074758,0.1507295,0.41133797,1.0,0.39255282,0.39383775,2.826127
0.48271027,0.20819445,0.4139642,1.0,0.3882145,0.38870594,2.6570456
0.3135793,0.1295315,0.42382655,1.0,0.40869135,0.72477746,2.4994924
0.43713737,0.13817523,0.41275752,1.0,0.38259745,0.43528277,2.7686253
0.40761358,0.23201977,0.44252577,1.0,0.40881374,0.6808403,2.3022237
0.17134488,0.106852084,0.4077665,1.0,0.38101515,0.36797985,3.4844215
0.4076959,0.116604015,0.40692055,1.0,0.37581408,0.5514439,2.690373
0.48667607,0.19440727,0.400697,1.0,0.393002,0.429784,2.6252697
0.30669853,0.15053384,0.37245613,1.0,0.39603955,0.39507568,3.0848892
0.44380647,0.17736244,0.41020152,1.0,0.39772442,0.45693952,2.6510653
0.31182548,0.1294122,0.3963849,1.0,0.39390004,0.41092926,3.0442295
0.3987519,0.14551094,0.40207288,1.0,0.36391068,0.5096829,2.7473595
0.42105168,0.15800859,0.2424568,1.0,0.40400413,0.3983734,3.0790176
0.46488935,0.19050524,0.44702122,1.0,0.3955386,0.646906,2.331154
0.43029353,0.14731114,0.3915799,1.0,0.37943903,0.49955428,2.7053676
0.35267967,0.19634584,0.4019577,1.0,0.38633558,0.42782784,2.832626
0.36243597,0.1849194,0.415902,1.0,0.3960112,0.51487875,2.6678798
0.44676155,0.15353408,0.4086375,1.0,0.39527777,0.3704099,2.8175035
0.35184255,0.17203428,0.08376134,1.0,0.3866583,0.3778895,3.643821
0.2455998,0.1257721,0.41543394,1.0,0.37677142,0.43505612,3.1276715
0.34044313,0.12986049,0.4103467,1.0,0.37893316,0.39878488,3.0150115
0.35657543,0.16986795,0.065392196,1.0,0.41052806,0.7227011,2.8984418
0.25558844,0.17649058,0.42216653,1.0,0.38392806,0.44988558,2.9619813
0.33529297,0.16465199,0.40306848,1.0,0.38995633,0.41770458,2.9228237
0.4448632,0.16553845,0.41566786,1.0,0.37219518,0.41458696,2.7580855
0.385209,0.13297892,0.40091112,1.0,0.36736393,0.5197148,2.768277
0.13756627,0.067421846,0.4043295,1.0,0.3883002,0.40323552,3.569253
0.34650725,0.18678473,0.23955496,1.0,0.39589867,0.43292013,3.1217499
0.26188967,0.16727579,0.39467508,1.0,0.38420826,0.3912084,3.1264513
0.41745794,0.15816708,0.42355645,1.0,0.39099082,0.38307646,2.8196836
0.38836253,0.11973824,0.4097635,1.0,0.39547023,0.38540733,2.9433548
0.44435716,0.13158192,0.42259234,1.0,0.3902168,0.7163561,2.3751793
0.43090284,0.13314489,0.43114033,1.0,0.4001219,0.68792194,2.4001167
0.43704993,0.19604234,0.40612072,1.0,0.38510272,0.39533874,2.7477746
0.09587232,0.06701715,0.39034322,1.0,0.3959562,0.48854774,3.4776888
0.43058062,0.12236576,0.36659107,1.0,0.38319752,0.4678548,2.8239179
0.49032286,0.21613853,0.17953226,1.0,0.38403967,0.5813641,2.7006629
0.35707507,0.18433043,0.29135805,1.0,0.3905124,0.4534493,2.9820035
0.38788104,0.1879326,0.4149359,1.0,0.38250166,0.39996418,2.8197365
0.39970392,0.11061266,0.42473388,1.0,0.39174837,0.69442475,2.4737492
0.4979374,0.19185369,0.43573147,1.0,0.40663528,0.783736,2.1589935
0.43928388,0.17157568,0.3882733,1.0,0.38215,0.543406,2.5978224
0.49085945,0.24979386,0.46009627,1.0,0.41836593,0.76342154,2.0986035
0.13506024,0.09780775,0.41677493,1.0,0.3875316,0.40567058,3.4653752
0.3326236,0.18278922,0.40266716,1.0,0.3851139,0.4344057,2.877533
0.23568736,0.11855089,0.40103033,1.0,0.3754477,0.38258132,3.3040426
0.2871397,0.14157026,0.07268231,1.0,0.39944193,0.3945597,3.8598294
0.45479196,0.1745277,0.40310487,1.0,0.38343635,0.46465424,2.658846
0.5137749,0.25835818,0.45114863,1.0,0.41801575,0.78249454,2.0628834
0.445106,0.13473244,0.39186084,1.0,0.38564506,0.5554794,2.6139367
0.36682495,0.12650602,0.39930195,1.0,0.3954567,0.38606593,2.9865801
0.39851898,0.10826378,0.39355093,1.0,0.37009192,0.470728,2.8716593
0.48240507,0.26780918,0.43760934,1.0,0.40165898,0.6597083,2.2230217
0.4744412,0.18366338,0.25509346,1.0,0.3854547,0.43489802,2.8842537
0.2960066,0.17453483,0.3991822,1.0,0.38486266,0.38114247,3.0567415
0.32258892,0.11940071,0.38864928,1.0,0.3952433,0.42495662,3.0287633
0.22315651,0.15294532,0.15203904,1.0,0.35259357,0.49179354,3.642913
0.3972066,0.11804125,0.39817753,1.0,0.3893077,0.44200653,2.8657572
0.30300993,0.113918126,0.15397464,1.0,0.38771778,0.45459694,3.5380259
0.3090605,0.19418876,0.4025141,1.0,0.3863909,0.3935514,2.966117
0.37175387,0.10767276,0.40289548,1.0,0.38957238,0.40207076,2.9869199
0.42506796,0.18734816,0.4260411,1.0,0.40047356,0.77405256,2.2593935
0.25224143,0.170152,0.40898457,1.0,0.39051104,0.42445466,3.0370328
0.25081846,0.20730586,0.44421393,1.0,0.40837133,0.5367401,2.7064335
0.3767695,0.13032764,0.40833595,1.0,0.3822744,0.41851047,2.913383
0.46821874,0.25431895,0.4457955,1.0,0.4136042,0.68775934,2.2029374
0.35317254,0.1226346,0.40278828,1.0,0.3858401,0.40468025,2.995598
0.4396604,0.19046272,0.121537685,1.0,0.38077888,0.43123975,3.1975863
0.14959487,0.08861235,0.4127755,1.0,0.39556867,0.40099,3.4541326
0.43531966,0.13885628,0.4443946,1.0,0.40934315,0.7062256,2.342865
0.2331699,0.113326564,0.41301787,1.0,0.37795642,0.3932006,3.2665403
0.103082746,0.06680853,0.4648134,1.0,0.4001671,0.5991627,3.0599108
0.48739317,0.19397739,0.4019612,1.0,0.39096653,0.3906273,2.681072
0.43807578,0.19092537,0.39007849,1.0,0.39158827,0.44981176,2.687479
0.43243304,0.15662992,0.40834382,1.0,0.4009886,0.37912148,2.8129127
0.3662314,0.12428159,0.4019764,1.0,0.39067256,0.4351624,2.9098115
0.28655806,0.13463403,0.41136155,1.0,0.3852744,0.4159561,3.0603797
0.44350278,0.20717789,0.41013885,1.0,0.3910227,0.382189,2.726235
0.3835249,0.14174652,0.40429938,1.0,0.38707602,0.46309415,2.8093977
0.46438247,0.22818291,0.2817601,1.0,0.32740378,0.620828,2.600703
0.4399792,0.12258936,0.39888588,1.0,0.3834369,0.4184642,2.835503
0.43344238,0.1265631,0.39732456,1.0,0.39170396,0.51563907,2.681435
0.2804386,0.13588706,0.12260329,1.0,0.39093766,0.40773484,3.7380345
0.46629,0.2524616,0.40846086,1.0,0.40064606,0.5850442,2.3664126
0.42388588,0.2182122,0.40169704,1.0,0.39865917,0.49160725,2.5852332
0.4777236,0.19501838,0.41293052,1.0,0.38270035,0.41728264,2.651598
0.39506957,0.2253581,0.44426095,1.0,0.4063831,0.69808626,2.3050418
0.16069643,0.09473976,0.40786964,1.0,0.38868767,0.39577612,3.453588
0.23406978,0.19823538,0.45663837,1.0,0.4044223,0.5542274,2.7062232
0.43690297,0.1465549,0.40889832,1.0,0.3809167,0.423703,2.7824526
0.4380513,0.23744495,0.08924393,1.0,0.3886247,0.59904605,2.853212
0.3130989,0.19306894,0.40212938,1.0,0.38686246,0.41247797,2.9280217
0.41927394,0.13293129,0.39385256,1.0,0.3941699,0.42248017,2.8365448
0.2693966,0.11491067,0.4097792,1.0,0.37761682,0.39669222,3.187971
0.37028018,0.16131726,0.41064674,1.0,0.38306463,0.38886094,2.9168642
0.32661358,0.11306274,0.22527047,1.0,0.3735808,0.40121293,3.472848
0.11621928,0.07878311,0.3407721,1.0,0.40446788,0.5521364,3.350356
0.44651923,0.14857997,0.4778738,1.0,0.4286324,0.7005872,2.2704644
0.1593813,0.11766103,0.39237377,1.0,0.37654197,0.38193214,3.50167
0.45085925,0.16254236,0.37334248,1.0,0.4037559,0.62288284,2.4833825
0.1807841,0.106634215,0.41500947,1.0,0.3757423,0.4753563,3.2184842
0.48122528,0.19013643,0.41348606,1.0,0.39226398,0.4112976,2.647731
0.20408267,0.14126374,0.40456527,1.0,0.37798718,0.38737106,3.2997422
0.32931492,0.10539548,0.4030275,1.0,0.37621644,0.43239105,3.0370297
0.12051229,0.07834641,0.4211034,1.0,0.38240722,0.5913789,3.1372585
0.4632283,0.1897252,0.40464637,1.0,0.38294086,0.4751954,2.6099627
0.44350827,0.13412555,0.41298783,1.0,0.3878449,0.40590358,2.8021092
0.30441505,0.16096023,0.18201192,1.0,0.3780477,0.39594138,3.5177174
0.18657827,0.09677808,0.4049186,1.0,0.36606663,0.7494344,2.771963
0.4192776,0.17726259,0.40594944,1.0,0.39117512,0.41744772,2.760734
0.22396636,0.1507064,0.40236133,1.0,0.38888147,0.41153327,3.1696749
0.41757062,0.1368245,0.40116608,1.0,0.38631415,0.40158367,2.8678622
0.35423735,0.18323685,0.4146302,1.0,0.38738725,0.4663756,2.7687528
0.30850035,0.18358253,0.4075282,1.0,0.398454,0.4015553,2.9418333
0.4130101,0.16314614,0.2848907,1.0,0.3879299,0.37810284,3.0729902
0.5085915,0.27992857,0.39713606,1.0,0.4006083,0.5514588,2.338937
0.26409593,0.16240253,0.4079733,1.0,0.38598347,0.37560368,3.1327164
0.46273494,0.19717881,0.46234617,1.0,0.41433054,0.69892645,2.236619
0.4240519,0.14402626,0.42177498,1.0,0.3827301,0.3800181,2.852902
0.38604358,0.122884795,0.41508332,1.0,0.38864154,0.40120226,2.9173987
0.43419787,0.15102775,0.47413716,1.0,0.41735378,0.68908036,2.3086193
0.4743701,0.19753094,0.4128899,1.0,0.3964442,0.38526726,2.678807
0.44463882,0.19247463,0.16206086,1.0,0.3921747,0.38338944,3.1751304
0.43499163,0.16124989,0.4079765,1.0,0.38990974,0.37003452,2.8342063
0.4184442,0.12985024,0.3982509,1.0,0.35815522,0.446573,2.855065
0.2807254,0.1134129,0.41024798,1.0,0.38708353,0.41063714,3.1208901
0.33248284,0.14317998,0.39684343,1.0,0.36799124,0.5373602,2.8123736
0.41917688,0.17264673,0.18705738,1.0,0.3982512,0.4551138,3.063264
0.4242456,0.15908119,0.39765188,1.0,0.3861506,0.4568088,2.7413208
0.51909083,0.2274655,0.3818075,1.0,0.39333737,0.47829545,2.5000043
0.5064341,0.218991,0.37581876,1.0,0.39180717,0.4739092,2.5419936
0.46562415,0.17794217,0.4084414,1.0,0.38693637,0.38272345,2.7447379
0.4454254,0.17194805,0.4671278,1.0,0.41063944,0.6768033,2.3020852
0.2515522,0.15709674,0.3845002,1.0,0.38132617,0.379716,3.217107
0.38297307,0.11799803,0.38371745,1.0,0.3799028,0.37950626,3.041182
0.42192686,0.18656912,0.4107221,1.0,0.38857952,0.46865988,2.6645954
0.38232437,0.16421479,0.086311236,1.0,0.38298237,0.61408764,3.0676343
0.4956888,0.22843179,0.4032534,1.0,0.3885436,0.39317882,2.61904
0.42555183,0.1280335,0.41343093,1.0,0.39619967,0.6188469,2.5226245
0.43922636,0.2081869,0.45016456,1.0,0.37773937,0.6780694,2.321924
0.39879963,0.18609431,0.40532193,1.0,0.39768833,0.37953067,2.8289587
0.26658952,0.16351219,0.40518925,1.0,0.38612708,0.3981178,3.0873044
0.4127572,0.11189689,0.38952777,1.0,0.37460738,0.4821239,2.8234022
0.39542946,0.109112285,0.40116188,1.0,0.38252738,0.39557576,2.969462
0.49693817,0.23722143,0.18015544,1.0,0.40897703,0.47045198,2.7874658
0.49489096,0.2263604,0.21181887,1.0,0.40375918,0.45282516,2.7938352
0.37182835,0.21020503,0.22387041,1.0,0.38950235,0.43894508,3.0593178
0.4510405,0.1829634,0.416523,1.0,0.37990895,0.4054941,2.7234156
0.43663633,0.12700085,0.4313315,1.0,0.39051676,0.78383774,2.3048663
0.16125184,0.08535111,0.39344102,1.0,0.36224574,0.42916143,3.4929588
0.2761694,0.13612716,0.40267253,1.0,0.392449,0.39454007,3.1211803
0.45283818,0.15254608,0.4153431,1.0,0.3918865,0.39478412,2.766408
0.4258276,0.11847537,0.3986849,1.0,0.3828145,0.44073564,2.830395
0.31517097,0.16211556,0.41710648,1.0,0.39669064,0.4984251,2.7940629
0.46422088,0.16295658,0.42721093,1.0,0.39038596,0.38916257,2.726375
0.36163047,0.15361372,0.40503103,1.0,0.38436455,0.3987742,2.9352818
0.31891677,0.13312836,0.11697278,1.0,0.40850163,0.39865255,3.6332667
0.29606324,0.17995143,0.4083446,1.0,0.3870222,0.40324193,2.9857464
0.37644464,0.14292468,0.40485853,1.0,0.3892801,0.37619522,2.9590995
0.39096072,0.1464659,0.30705634,1.0,0.3610561,0.4353042,3.0472138
0.3159998,0.1294404,0.4100372,1.0,0.37620538,0.3896679,3.0838487
0.32602093,0.12637354,0.40843675,1.0,0.39459983,0.39922288,3.02178
0.40454763,0.13946886,0.40606156,1.0,0.37884083,0.56775326,2.6361966
0.43001,0.12930354,0.40434736,1.0,0.39247885,0.40345052,2.8415706
0.40706384,0.13960046,0.2860221,1.0,0.3719666,0.68850684,2.641087
0.31132808,0.12452915,0.4079647,1.0,0.37492192,0.41894546,3.0530825
0.31236294,0.18557633,0.4070737,1.0,0.3944607,0.4174319,2.9122162
0.39644316,0.18078323,0.07879784,1.0,0.37630796,0.5448661,3.1701787
0.40125024,0.15190962,0.2258315,1.0,0.38542476,0.39759412,3.2010033
0.438259,0.12312738,0.40861806,1.0,0.38402307,0.4319479,2.7995906
0.15044689,0.0912652,0.071175866,1.0,0.35862157,0.4098367,4.6238656
0.19913658,0.09771462,0.3425127,1.0,0.36712897,0.3926592,3.5735931
0.40315923,0.13581358,0.26600096,1.0,0.40133366,0.4437315,3.0302315
0.34102353,0.2043971,0.40602902,1.0,0.38166538,0.52734166,2.6875122
0.4124252,0.13021557,0.33509257,1.0,0.38489494,0.4130099,2.9839375
0.45318693,0.1755682,0.346491,1.0,0.39033455,0.4136479,2.810207
0.13670102,0.08605051,0.413665,1.0,0.3874617,0.4016908,3.5073712
0.39777097,0.11846788,0.29582405,1.0,0.3957661,0.40360987,3.102817
0.3399974,0.1360305,0.4023735,1.0,0.37851956,0.4203886,2.9809644
0.30600584,0.16514662,0.32612994,1.0,0.38348824,0.38494265,3.1934328
0.4374602,0.17010751,0.4038308,1.0,0.39190644,0.41266176,2.7533543
0.43127167,0.21353403,0.41351876,1.0,0.39524135,0.43266845,2.6507843
0.47023416,0.18359093,0.404637,1.0,0.39212555,0.48293933,2.5859478
0.3880112,0.20918234,0.40737727,1.0,0.3939443,0.3966738,2.785222
0.24563023,0.08852528,0.36192656,1.0,0.38786513,0.4269286,3.3093388
0.24045265,0.1310796,0.4112657,1.0,0.39415905,0.38004273,3.2113044
0.369087,0.1368479,0.4089291,1.0,0.38849524,0.4094777,2.9191337
0.4628023,0.19972843,0.06732108,1.0,0.37675482,0.5223361,3.0694754
0.40598384,0.13404977,0.4028377,1.0,0.3913979,0.38819227,2.9028227
0.48606998,0.226265,0.41153204,1.0,0.38601395,0.39608896,2.623336
0.42880842,0.12529919,0.4076096,1.0,0.38227594,0.49596667,2.7174504
0.43219352,0.13424042,0.4023822,1.0,0.38367912,0.39181903,2.8664563
0.19959472,0.15150152,0.2916269,1.0,0.41102335,0.55887306,3.1005454
0.39771193,0.12311984,0.36955515,1.0,0.37855437,0.6388401,2.6208453
0.38972005,0.11458721,0.18326063,1.0,0.40048632,0.3881986,3.3869538
0.42015642,0.210872,0.3070194,1.0,0.40691015,0.54813,2.6411874
0.32782575,0.18298638,0.38315034,1.0,0.38643447,0.40605724,2.9648006
0.4302458,0.1304929,0.4136149,1.0,0.38210624,0.38943818,2.8638558
0.26770627,0.10130607,0.39605522,1.0,0.3847811,0.39612478,3.2342079
0.27609906,0.09239711,0.40481767,1.0,0.37112623,0.47920907,3.0794828
0.4216512,0.13722828,0.40280718,1.0,0.38885984,0.44837943,2.7794363
0.39228857,0.13105305,0.34639058,1.0,0.38524866,0.40704557,3.008376
0.32961294,0.1244243,0.3469502,1.0,0.38463947,0.43702158,3.081382
0.47172025,0.22757284,0.34989917,1.0,0.38665795,0.6381751,2.4107711
0.37134054,0.18739274,0.4234111,1.0,0.39279243,0.41847667,2.7879796
0.39315146,0.11706625,0.39247566,1.0,0.3654935,0.55484474,2.7426841
0.44549274,0.16181317,0.30542547,1.0,0.39830276,0.39881954,2.9242268
0.3838662,0.13412876,0.13153256,1.0,0.38316768,0.6256969,3.0149686
0.46844804,0.1934642,0.4036349,1.0,0.38580856,0.4112761,2.6843736
0.33923635,0.17132273,0.40055984,1.0,0.38739285,0.39797202,2.9472725
0.4274956,0.17785671,0.41680107,1.0,0.3894857,0.4063168,2.750342
0.20462783,0.09469446,0.4142921,1.0,0.37734583,0.3936637,3.3678565
0.2037359,0.105105415,0.23505877,1.0,0.37814966,0.37131745,3.8658783
0.45840803,0.14089848,0.23275454,1.0,0.3904506,0.68982315,2.614605
0.25860962,0.11278008,0.40553972,1.0,0.39682767,0.43933296,3.099641
0.34046134,0.20287722,0.38129693,1.0,0.3970985,0.4222481,2.8670018
0.38655135,0.15889674,0.41808712,1.0,0.39764172,0.39861873,2.841239
0.30328962,0.13398667,0.46735322,1.0,0.41360265,0.7025376,2.4743044
0.38213423,0.124439865,0.1370184,1.0,0.41091493,0.39805853,3.4421844
0.49790826,0.23349735,0.41725987,1.0,0.39902505,0.6204768,2.3060951
0.48783547,0.20582817,0.31393623,1.0,0.39171687,0.4330195,2.728757
0.42144248,0.14870703,0.40339482,1.0,0.39084494,0.39783275,2.8373268
0.23224165,0.10950497,0.4124807,1.0,0.38297072,0.3949003,3.263498
0.19388357,0.11185824,0.40560973,1.0,0.37471348,0.38550612,3.397729
0.37743336,0.13905093,0.40531594,1.0,0.3899661,0.43271613,2.8661797
0.38416737,0.1907282,0.4215546,1.0,0.4008148,0.41764444,2.7549584
0.5075853,0.22919165,0.4089574,1.0,0.38385716,0.4284059,2.5536296
0.39483276,0.22780995,0.04013134,1.0,0.3746241,0.43000886,3.4073708
0.42298102,0.14303128,0.4069565,1.0,0.38550448,0.4199653,2.811455
0.4252864,0.19802114,0.44840878,1.0,0.40382713,0.75989544,2.2366972
0.32265168,0.13052861,0.41602474,1.0,0.39527887,0.47370777,2.8765526
0.37138668,0.1490456,0.4019046,1.0,0.38419485,0.49099535,2.7815993
0.46910644,0.18289247,0.4032985,1.0,0.3871427,0.40004048,2.7137327
0.4516224,0.1726382,0.40393284,1.0,0.38140464,0.41494963,2.740405
0.43846473,0.13011645,0.41224244,1.0,0.38851345,0.38342568,2.8526392
0.15103638,0.0970698,0.115394086,1.0,0.37676919,0.40978327,4.3476267
0.26213005,0.10407809,0.40859208,1.0,0.38972068,0.411598,3.1723497
0.2105459,0.10150483,0.4069418,1.0,0.37841207,0.4041782,3.3298197
0.45566446,0.19396874,0.41397136,1.0,0.38332972,0.40478957,2.7001865
0.26436454,0.09944484,0.39876533,1.0,0.3861194,0.4521697,3.1233141
0.4235904,0.15515465,0.13769044,1.0,0.38316804,0.37537783,3.3898735
0.18965346,0.13393986,0.42082077,1.0,0.38248694,0.39766344,3.2796252
0.4563926,0.16694354,0.42340392,1.0,0.39237753,0.3799233,2.7487013
0.3268173,0.16365875,0.41593766,1.0,0.3987692,0.42281666,2.8935192
0.49475414,0.19518682,0.41712502,1.0,0.39866024,0.7316893,2.2347214
0.4118824,0.2068196,0.40648457,1.0,0.3941611,0.4264632,2.7088366
0.3437475,0.13166764,0.34756893,1.0,0.4008122,0.39798963,3.0830207
0.30460185,0.1246217,0.32020488,1.0,0.3850068,0.4092199,3.2390654
0.33841562,0.14289899,0.3880393,1.0,0.39813662,0.38018948,3.0345697
0.37928855,0.11828832,0.43618786,1.0,0.40007907,0.6630975,2.5038292
0.4024946,0.1952719,0.41390964,1.0,0.39642945,0.49049717,2.6335156
0.2845071,0.16381724,0.1916984,1.0,0.4353897,0.6168583,2.9546099
0.4318022,0.18318737,0.40227574,1.0,0.38910013,0.43057722,2.7219138
0.33996508,0.123201855,0.40309745,1.0,0.3845007,0.37345165,3.0784068
0.46361145,0.23476897,0.40427682,1.0,0.39145482,0.5467085,2.4499948
0.25367582,0.10585843,0.4100436,1.0,0.37065396,0.41732445,3.210157
0.49698836,0.24151942,0.39031416,1.0,0.38018453,0.49884725,2.4902215
0.43257096,0.12729457,0.39561403,1.0,0.35989633,0.43358535,2.8588398
0.44558284,0.14319998,0.39810672,1.0,0.3870657,0.45693183,2.7309167
0.11438589,0.07658323,0.40390334,1.0,0.39126927,0.38656196,3.642447
0.49529096,0.22757757,0.38294676,1.0,0.38750184,0.39054453,2.6541226
0.24692895,0.1167281,0.41370526,1.0,0.3989384,0.3956592,3.1807425
0.39338323,0.14188024,0.42200318,1.0,0.41209778,0.7147236,2.3991308
0.1714151,0.07450779,0.32516944,1.0,0.3834989,0.42666307,3.619898
0.34702912,0.1594163,0.40864354,1.0,0.38655654,0.4110842,2.9193165
0.41101626,0.13001248,0.034791607,1.0,0.36945492,0.4471939,3.590744
0.35819855,0.17480622,0.4236936,1.0,0.38893595,0.5212231,2.6782975
0.286695,0.119771846,0.40867192,1.0,0.38397303,0.42327213,3.0818846
0.20205641,0.09514859,0.41603246,1.0,0.402454,0.4316088,3.231435
0.4198264,0.16747934,0.4062124,1.0,0.39196795,0.40728045,2.7889855
0.4466106,0.14167017,0.36113992,1.0,0.39378607,0.40872914,2.8539855
0.36679277,0.13075751,0.40055573,1.0,0.38154945,0.37115714,3.0288115
0.35546163,0.1196795,0.38842547,1.0,0.39006135,0.38620523,3.0490906
0.30272102,0.14928861,0.06370325,1.0,0.36722678,0.4073365,3.8751392
0.14227943,0.08864209,0.2882044,1.0,0.37234822,0.666276,3.2097573
0.2770182,0.14727645,0.4097216,1.0,0.38941747,0.4076768,3.065396
0.42364183,0.14605738,0.40280458,1.0,0.36413723,0.5097683,2.7079587
0.44832173,0.18385366,0.21907283,1.0,0.37457532,0.4912659,2.9119043
0.43650356,0.15585038,0.4713585,1.0,0.43089408,0.7472361,2.2303083
0.36166483,0.12127513,0.39219007,1.0,0.38296956,0.38838097,3.0367804
0.25322932,0.10612053,0.40133408,1.0,0.35011074,0.4745274,3.1539333
0.4145033,0.20251647,0.4083248,1.0,0.3962585,0.38293514,2.770792
0.4489003,0.20365907,0.31896117,1.0,0.4047724,0.5452665,2.6020532
0.36483335,0.19849847,0.4129563,1.0,0.39680046,0.5318588,2.6247444
0.4388629,0.15935782,0.40783817,1.0,0.3984424,0.3807735,2.8006892
0.1536686,0.10230091,0.19876961,1.0,0.362577,0.38846934,4.146674
0.40534925,0.20898792,0.40043253,1.0,0.388708,0.39119118,2.7860293
0.4199865,0.13002986,0.40972218,1.0,0.38602945,0.40726992,2.8521917
0.40092975,0.1793174,0.41182116,1.0,0.37944332,0.39789778,2.8258016
0.4284651,0.19293319,0.40340748,1.0,0.3864004,0.47563782,2.6499276
0.32813856,0.21186338,0.3494901,1.0,0.39090505,0.45506766,2.8810728
0.38428432,0.11490283,0.40607926,1.0,0.37171337,0.3994805,2.9824746
0.20568837,0.10123465,0.37803432,1.0,0.378744,0.38562864,3.4498696
0.209796,0.09369119,0.39265984,1.0,0.372011,0.38592264,3.4385989
0.18522769,0.10774713,0.41877356,1.0,0.39508486,0.419511,3.2758012
0.41551566,0.11931289,0.2868739,1.0,0.41320467,0.4938541,2.8922446
0.20054375,0.13805819,0.39880896,1.0,0.38328415,0.39598635,3.2966712
0.45297548,0.1337547,0.41854218,1.0,0.39454743,0.38311154,2.8043704
0.43819588,0.16128093,0.39410713,1.0,0.3570586,0.46556056,2.752996
0.41747877,0.16516724,0.42304784,1.0,0.3946176,0.40079,2.7760792
0.3638675,0.12808795,0.39041904,1.0,0.36933094,0.4896541,2.8713198
0.32769,0.13440989,0.40023088,1.0,0.36169973,0.50724506,2.8880439
0.48691922,0.26475236,0.41776934,1.0,0.40746412,0.6045752,2.2920218
0.37237188,0.12845582,0.1683385,1.0,0.38458157,0.38453788,3.476361
0.3536537,0.13472807,0.3908695,1.0,0.36359343,0.5047774,2.8610306
0.27874032,0.13148497,0.4051832,1.0,0.37369847,0.4004571,3.1455164
0.36933982,0.12479394,0.35943976,1.0,0.39768353,0.3979902,3.031686
0.4227823,0.17157915,0.35310945,1.0,0.39979905,0.3910913,2.8762717
0.17440192,0.092112586,0.3978465,1.0,0.3677446,0.48082462,3.3048453
0.4274459,0.12625772,0.40434724,1.0,0.39103013,0.39899945,2.86028
0.42674926,0.15142381,0.40484667,1.0,0.36702722,0.4530525,2.773003
0.20222658,0.10000682,0.41114706,1.0,0.3950967,0.40112522,3.3121305
0.32155788,0.22388826,0.4796802,1.0,0.42956907,0.70702344,2.3129742
0.39589193,0.13137001,0.24206807,1.0,0.37659696,0.40672877,3.220289
0.4205738,0.13394365,0.40574068,1.0,0.39664423,0.37993053,2.8788033
0.4068956,0.23292376,0.4794427,1.0,0.42579624,0.7992108,2.1328607
0.38957933,0.09892398,0.39831695,1.0,0.39334276,0.6096509,2.6457632
0.43975604,0.1994134,0.42258096,1.0,0.36496028,0.65212154,2.4051967
0.43738332,0.17877978,0.07993672,1.0,0.39144072,0.39578885,3.3707952
0.40538678,0.20568681,0.41314,1.0,0.37861654,0.40325502,2.7684188
0.37273002,0.15989546,0.41433161,1.0,0.4026211,0.38881558,2.8762183
0.42177922,0.16828664,0.4164,1.0,0.3902742,0.39199537,2.795271
0.3899687,0.17737447,0.3624202,1.0,0.39932024,0.39855757,2.8941195
0.4467935,0.1953301,0.16174307,1.0,0.37929323,0.39843437,3.1613672
0.27246496,0.109210245,0.3997049,1.0,0.37099662,0.38931292,3.2431948
0.42019513,0.13578244,0.070712864,1.0,0.37135524,0.43135464,3.4979703
0.4060245,0.19273145,0.4123144,1.0,0.3992953,0.56727237,2.5282686
0.4696785,0.21117164,0.36411297,1.0,0.3782383,0.5191967,2.5741377
0.43627274,0.1504239,0.4070637,1.0,0.38634315,0.5432792,2.5995867
0.3618923,0.16015618,0.32882747,1.0,0.39492625,0.40250167,3.0334213
0.36368927,0.19559447,0.41051522,1.0,0.40341452,0.40426803,2.812969
0.28576985,0.13552839,0.404111,1.0,0.38974813,0.44570184,3.01049
0.4114463,0.1989019,0.41268024,1.0,0.39559624,0.48569936,2.6256037
0.39261913,0.1401842,0.40532318,1.0,0.36927912,0.4423469,2.857547
0.3344649,0.19857733,0.4014876,1.0,0.38733608,0.426837,2.8592622
0.35621732,0.12108349,0.049383547,1.0,0.3608177,0.6265608,3.3023727
0.41186434,0.22030081,0.121381834,1.0,0.41532278,0.60794824,2.8140192
0.48635525,0.20102744,0.2831489,1.0,0.38970795,0.40200505,2.8372908
0.28805745,0.16519031,0.41062257,1.0,0.38468957,0.3796708,3.0708177
