PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
1.0,0.25140644012763724,0.12498758251339524,0.14802408752483778,0.21477799742314527,0.48397679405287347,0.12812860332297302,0.0759001972767591,0.3344662202273554,0.12982782142188098
0.25977513114826706,1.0,0.31490679645567704,0.9279588616437919,0.2327000891651495,0.27482511218481914,0.21200504529093925,0.7416533983754957,0.23368434154129175,0.26666186960791194
0.2347710419216832,0.1883837718460284,0.15705587839939605,0.1320417918772889,1.0,0.3784927703716283,0.28806725868631106,0.09037456746777041,0.10388330110649237,0.4580853922844254
0.11540178810815757,0.14327725298816973,1.0,0.11124277762725147,0.16144904020275663,0.08147024816477204,0.16677450491216309,0.0843437711112965,0.0625488070317064,0.1584626183269372
0.1275392433148322,0.12639042764676373,1.0,0.10745559876768472,0.24942546816804884,0.17531324283921113,0.5388756220044054,0.0865068396738696,0.12521702255139985,0.9961420976355734
