param,low_band_pct,mid_band_pct,high_band_pct,peak_freq_GHz
Rbv,35.73489299091227,22.854956387901723,41.41015062118602,43.5
Cbv,37.26723917272265,22.98096520731203,39.75179561996531,43.5
Rdv,37.58198635930008,22.106146395378186,40.311867245321736,43.5
Cdv,36.25976136892422,21.51751324224776,42.22272538882803,43.5
Rav,36.23267575489385,20.22295561558564,43.544368629520505,43.5
