qty,r2,mape_pct
"f_d (GHz)
= 1/(2πRdCd)",0.9386989974465649,4.022708391515541
"f_b (GHz)
= 1/(2πRbCb)",0.9915816431688368,3.06579759258981
"log₁₀(τd)
= log(Rd·Cd)",0.9930537161232371,0.41589135392989846
"log₁₀(τb)
= log(Rb·Cb)",0.9970329474025184,0.22140573207928954
log₁₀(Rd/Ra),0.8997552916399515,2.327139144859883
τd / τb,0.9918068252378645,5.103241749345315
