sample,freq_GHz,Zapp_d_Re,Zapp_d_Im,Zapp_t_Re,Zapp_t_Im,Zth_pred_Re,Zth_pred_Im,Zth_true_Re,Zth_true_Im
1297,3.044147465437788,2214.4807,1922.6189,2210.7153,1706.8512,10632.03497658498,4108.368238577892,10527.655056082887,3847.326722160759
1297,3.1442857142857146,2152.5977,1930.2781,2156.8281,1719.9552,10550.508397165278,4194.20929561563,10454.75029531442,3929.8908097182525
1297,3.2444239631336407,2092.2446,1935.8262,2103.8909,1731.1085,10467.75162620301,4278.222282285487,10380.643285806926,4010.946428665347
1297,3.344562211981567,2033.4492,1939.4022,2051.9517,1740.4124,10383.842878427618,4360.343815905767,10305.397812788739,4090.4280100433266
1297,3.4447004608294933,1976.2319,1941.1781,2001.0544,1747.989,10298.861048322495,4440.520289914907,10229.07876106432,4168.278880606646
1297,3.5448387096774194,1920.6006,1941.2747,1951.2311,1753.9395,10212.885256678697,4518.706918928157,10151.7517037818,4244.450380249589
1297,3.644976958525346,1866.556,1939.8516,1902.5088,1758.378,10125.99446242875,4594.866909909243,10073.4825500517,4318.901102194276
1297,3.745115207373272,1814.0917,1937.0243,1854.9053,1761.4023,10038.267128777714,4668.970736159037,9994.337240999399,4391.596233027662
1297,3.845253456221198,1763.1947,1932.9142,1808.4336,1763.1097,9949.780935103576,4740.9954957498085,9914.381486205235,4462.506974476361
1297,3.9453917050691247,1713.8462,1927.6395,1763.1001,1763.5938,9860.61252792846,4810.924339850168,9833.680534256904,4531.610032532867
1297,4.045529953917051,1666.0239,1921.3068,1718.9071,1762.9431,9770.837305635388,4878.745959359461,9752.298972469589,4598.887162453955
1297,4.145668202764977,1619.7001,1914.0143,1675.8527,1761.2465,9680.529232642606,4944.45412059847,9670.30055183609,4664.324760433554
1297,4.2458064516129035,1574.8466,1905.8518,1633.9296,1758.5796,9589.76067953612,5008.04724263456,9587.748034035194,4727.913494551941
1297,4.34594470046083,1531.4297,1896.9083,1593.1289,1755.0186,9498.602286264433,5069.528010265449,9504.70305791274,4789.647969028922
1297,4.446082949308756,1489.4144,1887.2676,1553.4377,1750.6348,9407.1228459645,5128.9030178316425,9421.226023300987,4849.526416943121
1297,4.546221198156682,1448.7686,1876.9895,1514.8411,1745.4954,9315.38920734854,5186.182439938245,9337.37599039098,4907.550417485235
1297,4.646359447004609,1409.4506,1866.159,1477.3219,1739.6674,9223.466193863724,5241.379725892351,9253.210593144513,4963.724634538599
1297,4.7464976958525344,1371.4254,1854.8333,1440.8607,1733.2065,9131.416538059451,5294.5113152414815,9168.785965445206,5018.0565739632475
1297,4.846635944700461,1334.6559,1843.0637,1405.4386,1726.1655,9039.300829774871,5345.596372261441,9084.156678856325,5070.5563574285825
